max_wait,rr,sl_mult,trades,wr,total_r,avg_r
5,4.0,0.5,1226,15.415986949429037,-970.8411892503777,-0.7918769896006344
10,4.0,0.5,2718,15.415746872700515,-2156.1224795595363,-0.7932753787930596
8,4.0,0.5,2159,15.423807318202872,-1718.4865511533576,-0.7959641274448159
7,3.0,0.5,1844,19.197396963123644,-1472.4285799131674,-0.7984970606904378
9,4.0,0.5,2455,15.274949083503056,-1970.3919743935883,-0.8026036555574698
8,5.0,0.5,2159,12.691060676239,-1739.486551153358,-0.8056908527806198
10,5.0,0.5,2718,12.54598969830758,-2205.122479559537,-0.811303340529631
1,2.0,0.8,122,17.21311475409836,-99.46946957436121,-0.8153235211013214
1,2.5,0.8,122,14.754098360655737,-99.46946957436121,-0.8153235211013214
8,3.0,0.5,2159,18.71236683649838,-1767.486551153358,-0.8186598198950246
5,3.0,0.5,1226,18.59706362153344,-1003.841189250378,-0.8187937922107488
1,1.5,0.8,122,20.491803278688526,-99.96946957436121,-0.8194218817570591
9,5.0,0.5,2455,12.382892057026476,-2021.391974393588,-0.8233775863110339
10,3.0,0.5,2718,18.469462840323768,-2243.122479559538,-0.8252842088151354
9,3.0,0.5,2455,18.41140529531568,-2037.3919743935878,-0.829894897919995
6,2.5,0.5,1529,20.92871157619359,-1269.867244617317,-0.8305214157078594
6,2.0,0.5,1529,24.264224983649445,-1276.867244617317,-0.8350995713651518
7,2.5,0.5,1844,20.878524945770067,-1540.928579913167,-0.8356445661134311
7,2.0,0.5,1844,23.969631236442517,-1562.428579913167,-0.8473040021221079
8,2.5,0.5,2159,20.565076424270494,-1829.486551153358,-0.8473768185054924
5,2.5,0.5,1226,20.22838499184339,-1047.8411892503782,-0.8546828623575679
9,2.5,0.5,2455,20.325865580448067,-2098.891974393586,-0.8549458144169394
10,2.5,0.5,2718,20.16188373804268,-2333.1224795595413,-0.8583967915965935
6,1.5,0.5,1529,28.05755395683453,-1317.367244617318,-0.8615874719537724
4,5.0,0.5,913,11.610076670317634,-786.9103767855063,-0.8618952648253081
8,2.0,0.5,2159,23.48309402501158,-1862.486551153358,-0.8626616726046124
5,2.0,0.5,1226,23.246329526916803,-1060.841189250378,-0.8652864512645824
4,4.0,0.5,913,13.800657174151151,-792.9103767855063,-0.8684670063368086
9,2.0,0.5,2455,23.13645621181263,-2141.391974393587,-0.8722574233782432
7,1.5,0.5,1844,27.603036876355745,-1615.928579913167,-0.8763170173064897
10,2.0,0.5,2718,22.921265636497424,-2382.122479559541,-0.8764247533331644
4,3.0,0.5,913,16.867469879518072,-806.9103767855061,-0.883801069863643
3,4.0,0.5,608,13.322368421052634,-539.7946088186408,-0.8878200802938171
8,1.5,0.5,2159,27.0032422417786,-1925.9865511533562,-0.8920734373104938
1,5.0,0.5,123,10.569105691056912,-109.77293116848897,-0.8924628550283655
5,1.5,0.5,1226,26.590538336052198,-1100.8411892503782,-0.8979128786707815
9,1.5,0.5,2455,26.63951120162933,-2210.3919743935894,-0.9003633296918898
3,3.0,0.5,608,16.282894736842106,-548.7946088186408,-0.9026227118727644
10,1.5,0.5,2718,26.34289919058131,-2461.1224795595404,-0.9054902426635543
4,2.5,0.5,913,18.51040525739321,-831.4103767855063,-0.9106356810356038
3,5.0,0.5,608,10.69078947368421,-554.7946088186409,-0.9124911329253962
1,5.0,1.0,122,5.737704918032787,-112.37557565948899,-0.9211112758974507
4,2.0,0.5,913,21.139101861993428,-843.9103767855063,-0.9243268091845633
3,2.5,0.5,608,17.927631578947366,-563.2946088186409,-0.9264713960832909
6,1.0,0.5,1529,31.720078482668413,-1419.8672446173175,-0.9286247512212672
7,1.0,0.5,1844,31.019522776572668,-1744.428579913167,-0.94600248368393
3,2.0,0.5,608,20.230263157894736,-575.7946088186408,-0.9470306066096065
4,1.5,0.5,913,24.424972617743702,-865.4103767855063,-0.9478755496007736
2,4.0,0.5,332,12.349397590361445,-317.67008819742045,-0.9568376150524712
1,4.0,0.5,123,11.38211382113821,-117.77293116848898,-0.9575035054348697
8,1.0,0.5,2159,30.29180176007411,-2075.4865511533553,-0.9613184581534763
5,1.0,0.5,1226,29.9347471451876,-1181.8411892503773,-0.9639813941683338
3,1.5,0.5,608,23.519736842105264,-587.294608818641,-0.9659450802938174
9,1.0,0.5,2455,29.938900203665987,-2375.391974393588,-0.9675731056593027
10,1.0,0.5,2718,29.69094922737307,-2637.1224795595435,-0.9702437378806268
2,5.0,0.5,332,9.939759036144578,-324.67008819742045,-0.9779219524018689
4,1.0,0.5,913,27.92990142387733,-912.9103767855063,-0.9999018365668196
1,3.0,0.5,123,13.008130081300814,-123.77293116848895,-1.0062839932397476
3,1.0,0.5,608,26.80921052631579,-618.7946088186409,-1.0177542908201331
2,3.0,0.5,332,13.855421686746988,-338.67008819742045,-1.020090627100664
2,2.5,0.5,332,15.060240963855422,-347.67008819742045,-1.0471990608356039
1,1.5,0.5,123,18.69918699186992,-130.27293116848895,-1.059129521695032
1,2.0,0.5,123,15.447154471544716,-130.77293116848898,-1.0631945623454389
2,2.0,0.5,332,16.867469879518072,-354.67008819742045,-1.0682833981850013
1,2.5,0.5,123,13.008130081300814,-131.77293116848898,-1.0713246436462518
1,1.0,0.5,123,21.951219512195124,-133.77293116848895,-1.0875848062478777
2,1.5,0.5,332,19.27710843373494,-362.67008819742057,-1.0923797837271705
2,1.0,0.5,332,22.289156626506024,-374.67008819742057,-1.1285243620404235
