symbol,div_type,atr,rr,trades,wr,total_r,avg_r
MEUSDT,HID_BEAR,2.0,3.0,14,42.9,9.29,0.663
SKYAIUSDT,HID_BULL,2.0,6.0,13,23.1,7.61,0.586
EIGENUSDT,HID_BEAR,2.0,6.0,27,40.7,49.06,1.817
ARKMUSDT,HID_BEAR,2.0,8.0,20,25.0,24.12,1.206
MEUSDT,HID_BEAR,2.0,4.0,14,42.9,15.29,1.092
SKYAIUSDT,HID_BULL,2.0,7.0,13,23.1,10.61,0.816
MEUSDT,HID_BEAR,2.0,5.0,14,42.9,21.29,1.521
EIGENUSDT,HID_BEAR,2.0,7.0,27,40.7,60.06,2.225
SKYAIUSDT,HID_BULL,2.0,8.0,13,23.1,13.61,1.047
ARKMUSDT,HID_BEAR,2.0,9.0,19,21.1,20.15,1.06
MEUSDT,HID_BEAR,2.0,6.0,14,42.9,27.29,1.949
EIGENUSDT,HID_BEAR,2.0,8.0,27,40.7,71.06,2.632
MEUSDT,HID_BEAR,2.0,7.0,14,35.7,25.29,1.806
MEUSDT,HID_BEAR,2.0,8.0,14,35.7,30.29,2.163
BERAUSDT,HID_BEAR,1.0,4.0,23,26.1,5.34,0.232
MEUSDT,HID_BEAR,2.0,9.0,14,35.7,35.29,2.521
EIGENUSDT,HID_BEAR,2.0,9.0,27,37.0,72.06,2.669
MEUSDT,HID_BEAR,2.0,10.0,14,35.7,40.29,2.878
BERAUSDT,HID_BEAR,1.0,5.0,22,22.7,6.41,0.291
EIGENUSDT,HID_BEAR,2.0,10.0,26,34.6,72.08,2.772
BERAUSDT,HID_BEAR,1.0,6.0,22,22.7,11.41,0.519
BERAUSDT,HID_BEAR,1.0,7.0,22,22.7,16.41,0.746
BERAUSDT,HID_BEAR,1.0,8.0,22,22.7,21.41,0.973
KMNOUSDT,HID_BEAR,1.5,1.5,19,63.2,9.58,0.504
BERAUSDT,HID_BEAR,1.0,9.0,22,22.7,26.41,1.2
KMNOUSDT,HID_BEAR,1.5,2.0,19,52.6,9.58,0.504
BERAUSDT,HID_BEAR,1.0,10.0,22,22.7,31.41,1.428
KMNOUSDT,HID_BEAR,1.5,3.0,19,42.1,11.58,0.61
KMNOUSDT,HID_BEAR,1.5,4.0,19,36.8,14.58,0.768
BERAUSDT,HID_BEAR,1.5,1.5,23,47.8,3.39,0.148
KMNOUSDT,HID_BEAR,1.5,5.0,19,36.8,21.58,1.136
KMNOUSDT,HID_BEAR,1.5,6.0,19,26.3,14.58,0.768
BERAUSDT,HID_BEAR,1.5,4.0,22,31.8,11.94,0.543
BERAUSDT,HID_BEAR,1.5,5.0,22,31.8,18.94,0.861
KMNOUSDT,HID_BEAR,2.0,1.5,19,57.9,7.44,0.391
BERAUSDT,HID_BEAR,1.5,6.0,22,31.8,25.94,1.179
KMNOUSDT,HID_BEAR,2.0,2.0,19,47.4,6.94,0.365
KMNOUSDT,HID_BEAR,2.0,3.0,19,42.1,11.94,0.628
BERAUSDT,HID_BEAR,1.5,7.0,22,31.8,32.94,1.497
KMNOUSDT,HID_BEAR,2.0,4.0,19,36.8,14.94,0.786
BERAUSDT,HID_BEAR,1.5,8.0,22,31.8,39.94,1.815
BERAUSDT,HID_BEAR,1.5,9.0,22,31.8,46.94,2.134
BERAUSDT,HID_BEAR,1.5,10.0,22,31.8,53.94,2.452
BERAUSDT,HID_BEAR,2.0,1.5,23,47.8,3.67,0.16
BERAUSDT,HID_BEAR,2.0,2.0,23,43.5,6.17,0.268
DBRUSDT,REG_BULL,1.0,1.5,12,66.7,6.37,0.531
BERAUSDT,HID_BEAR,2.0,3.0,22,40.9,13.2,0.6
DBRUSDT,REG_BULL,1.0,2.0,12,50.0,4.37,0.364
DBRUSDT,REG_BULL,1.0,3.0,12,50.0,10.37,0.864
BERAUSDT,HID_BEAR,2.0,4.0,22,40.9,22.2,1.009
DBRUSDT,REG_BULL,1.0,4.0,12,50.0,16.37,1.364
DBRUSDT,REG_BULL,1.0,5.0,12,41.7,16.37,1.364
DBRUSDT,REG_BULL,1.0,6.0,12,33.3,14.37,1.198
BERAUSDT,HID_BEAR,2.0,5.0,22,40.9,31.2,1.418
DBRUSDT,REG_BULL,1.0,7.0,12,25.0,10.37,0.864
DBRUSDT,REG_BULL,1.0,8.0,12,25.0,13.37,1.114
BERAUSDT,HID_BEAR,2.0,6.0,22,40.9,40.2,1.827
DBRUSDT,REG_BULL,1.0,9.0,12,25.0,16.37,1.364
DBRUSDT,REG_BULL,1.0,10.0,12,25.0,19.37,1.614
BERAUSDT,HID_BEAR,2.0,7.0,22,40.9,49.2,2.237
DBRUSDT,REG_BULL,1.5,1.5,12,50.0,1.92,0.16
LSKUSDT,REG_BEAR,1.0,1.5,10,60.0,4.18,0.418
DBRUSDT,REG_BULL,1.5,2.0,12,50.0,4.92,0.41
LSKUSDT,REG_BEAR,1.0,2.0,10,50.0,4.18,0.418
BERAUSDT,HID_BEAR,2.0,8.0,22,40.9,58.2,2.646
DBRUSDT,REG_BULL,1.5,3.0,12,50.0,10.92,0.91
LSKUSDT,REG_BEAR,1.0,3.0,10,40.0,5.18,0.518
DBRUSDT,REG_BULL,1.5,4.0,12,33.3,6.92,0.576
LSKUSDT,REG_BEAR,1.0,4.0,10,40.0,9.18,0.918
BERAUSDT,HID_BEAR,2.0,9.0,22,40.9,67.2,3.055
DBRUSDT,REG_BULL,1.5,5.0,12,25.0,4.92,0.41
LSKUSDT,REG_BEAR,1.0,5.0,10,40.0,13.18,1.318
DBRUSDT,REG_BULL,1.5,6.0,12,25.0,7.92,0.66
LSKUSDT,REG_BEAR,1.0,6.0,10,30.0,10.18,1.018
DBRUSDT,REG_BULL,1.5,7.0,12,25.0,10.92,0.91
BERAUSDT,HID_BEAR,2.0,10.0,22,40.9,76.2,3.464
LSKUSDT,REG_BEAR,1.0,7.0,10,30.0,13.18,1.318
DBRUSDT,REG_BULL,1.5,8.0,12,25.0,13.92,1.16
LSKUSDT,REG_BEAR,1.0,8.0,10,30.0,16.18,1.618
DBRUSDT,REG_BULL,1.5,9.0,12,25.0,16.92,1.41
LSKUSDT,REG_BEAR,1.0,9.0,10,30.0,19.18,1.918
DBRUSDT,REG_BULL,1.5,10.0,12,25.0,19.92,1.66
LSKUSDT,REG_BEAR,1.0,10.0,10,30.0,22.18,2.218
DBRUSDT,REG_BULL,2.0,1.5,12,58.3,4.69,0.391
LSKUSDT,REG_BEAR,1.5,1.5,10,50.0,1.95,0.195
DBRUSDT,REG_BULL,2.0,2.0,12,58.3,8.19,0.682
LSKUSDT,REG_BEAR,1.5,2.0,10,50.0,4.45,0.445
LSKUSDT,REG_BEAR,1.5,3.0,10,50.0,9.45,0.945
DBRUSDT,REG_BULL,2.0,4.0,12,25.0,2.19,0.182
LSKUSDT,REG_BEAR,1.5,4.0,10,40.0,9.45,0.945
DBRUSDT,REG_BULL,2.0,5.0,12,25.0,5.19,0.432
DBRUSDT,REG_BULL,2.0,6.0,12,25.0,8.19,0.682
LSKUSDT,REG_BEAR,1.5,5.0,10,40.0,13.45,1.345
DBRUSDT,REG_BULL,2.0,7.0,12,25.0,11.19,0.932
LSKUSDT,REG_BEAR,1.5,6.0,10,30.0,10.45,1.045
DBRUSDT,REG_BULL,2.0,8.0,12,25.0,14.19,1.182
LSKUSDT,REG_BEAR,1.5,7.0,10,30.0,13.45,1.345
LSKUSDT,REG_BEAR,1.5,8.0,10,20.0,7.45,0.745
LSKUSDT,REG_BEAR,1.5,9.0,10,20.0,9.45,0.945
LSKUSDT,REG_BEAR,1.5,10.0,10,20.0,11.45,1.145
LSKUSDT,REG_BEAR,2.0,1.5,10,50.0,2.09,0.209
LSKUSDT,REG_BEAR,2.0,2.0,10,50.0,4.59,0.459
LSKUSDT,REG_BEAR,2.0,3.0,10,40.0,5.59,0.559
LSKUSDT,REG_BEAR,2.0,4.0,10,30.0,4.59,0.459
LSKUSDT,REG_BEAR,2.0,5.0,10,30.0,7.59,0.759
LSKUSDT,REG_BEAR,2.0,6.0,10,20.0,3.59,0.359
DBRUSDT,HID_BULL,1.0,1.5,12,66.7,6.14,0.512
DBRUSDT,HID_BULL,1.0,2.0,12,66.7,10.14,0.845
LSKUSDT,REG_BEAR,2.0,7.0,10,20.0,5.59,0.559
DBRUSDT,HID_BULL,1.0,3.0,12,66.7,18.14,1.512
LSKUSDT,REG_BEAR,2.0,8.0,10,20.0,7.59,0.759
DBRUSDT,HID_BULL,1.0,4.0,12,66.7,26.14,2.179
DBRUSDT,HID_BULL,1.0,5.0,12,58.3,28.14,2.345
PENGUUSDT,REG_BEAR,1.0,1.5,10,50.0,1.8,0.18
LSKUSDT,REG_BEAR,2.0,9.0,10,20.0,9.59,0.959
DBRUSDT,HID_BULL,1.0,6.0,11,54.5,29.34,2.667
PENGUUSDT,REG_BEAR,1.0,2.0,10,50.0,4.3,0.43
DBRUSDT,HID_BULL,1.0,7.0,11,45.5,27.34,2.485
LSKUSDT,REG_BEAR,2.0,10.0,10,20.0,11.59,1.159
DBRUSDT,HID_BULL,1.0,8.0,11,45.5,32.34,2.94
PENGUUSDT,REG_BEAR,1.0,3.0,10,50.0,9.3,0.93
TLMUSDT,REG_BEAR,1.0,2.0,10,40.0,1.11,0.111
DBRUSDT,HID_BULL,1.0,9.0,11,45.5,37.34,3.394
DEXEUSDT,HID_BEAR,1.0,2.0,24,45.8,6.68,0.278
PENGUUSDT,REG_BEAR,1.0,4.0,10,40.0,9.3,0.93
DBRUSDT,HID_BULL,1.0,10.0,11,45.5,42.34,3.849
TLMUSDT,REG_BEAR,1.0,3.0,10,40.0,5.11,0.511
DBRUSDT,HID_BULL,1.5,1.5,12,66.7,6.76,0.564
PENGUUSDT,REG_BEAR,1.0,5.0,10,20.0,1.3,0.13
DBRUSDT,HID_BULL,1.5,2.0,12,66.7,10.76,0.897
TLMUSDT,REG_BEAR,1.0,4.0,10,40.0,9.11,0.911
DBRUSDT,HID_BULL,1.5,3.0,12,66.7,18.76,1.564
PENGUUSDT,REG_BEAR,1.0,6.0,10,20.0,3.3,0.33
TLMUSDT,REG_BEAR,1.0,5.0,10,30.0,7.11,0.711
DBRUSDT,HID_BULL,1.5,4.0,11,54.5,17.89,1.626
PENGUUSDT,REG_BEAR,1.0,7.0,10,20.0,5.3,0.53
DBRUSDT,HID_BULL,1.5,5.0,11,45.5,17.89,1.626
POWRUSDT,REG_BEAR,1.0,1.5,18,66.7,9.5,0.528
TLMUSDT,REG_BEAR,1.0,6.0,10,30.0,10.11,1.011
DBRUSDT,HID_BULL,1.5,6.0,11,45.5,22.89,2.081
DEXEUSDT,HID_BEAR,1.0,4.0,24,29.2,8.68,0.362
PENGUUSDT,REG_BEAR,1.0,8.0,10,20.0,7.3,0.73
DBRUSDT,HID_BULL,1.5,7.0,11,45.5,27.89,2.536
TLMUSDT,REG_BEAR,1.0,7.0,10,30.0,13.11,1.311
POWRUSDT,REG_BEAR,1.0,2.0,18,55.6,9.5,0.528
DBRUSDT,HID_BULL,1.5,8.0,11,45.5,32.89,2.99
PENGUUSDT,REG_BEAR,1.0,9.0,10,20.0,9.3,0.93
TLMUSDT,REG_BEAR,1.0,8.0,10,20.0,7.11,0.711
DBRUSDT,HID_BULL,1.5,9.0,11,45.5,37.89,3.445
DEXEUSDT,HID_BEAR,1.0,5.0,24,25.0,9.68,0.403
POWRUSDT,REG_BEAR,1.0,3.0,18,50.0,15.5,0.861
DBRUSDT,HID_BULL,1.5,10.0,11,45.5,42.89,3.899
PENGUUSDT,REG_BEAR,1.0,10.0,10,20.0,11.3,1.13
DBRUSDT,HID_BULL,2.0,1.5,12,66.7,7.07,0.589
POWRUSDT,REG_BEAR,1.0,4.0,18,44.4,19.5,1.083
PENGUUSDT,REG_BEAR,1.5,1.5,10,50.0,2.03,0.203
DBRUSDT,HID_BULL,2.0,2.0,12,66.7,11.07,0.923
DEXEUSDT,HID_BEAR,1.0,6.0,24,25.0,15.68,0.653
DBRUSDT,HID_BULL,2.0,3.0,11,54.5,12.17,1.106
TLMUSDT,REG_BEAR,1.5,1.5,10,60.0,4.41,0.441
PENGUUSDT,REG_BEAR,1.5,2.0,10,50.0,4.53,0.453
DBRUSDT,HID_BULL,2.0,4.0,11,45.5,13.17,1.197
POWRUSDT,REG_BEAR,1.0,5.0,18,44.4,27.5,1.528
DBRUSDT,HID_BULL,2.0,5.0,11,45.5,18.17,1.652
TLMUSDT,REG_BEAR,1.5,2.0,10,50.0,4.41,0.441
DEXEUSDT,HID_BEAR,1.0,7.0,24,25.0,21.68,0.903
DBRUSDT,HID_BULL,2.0,6.0,11,45.5,23.17,2.106
POWRUSDT,REG_BEAR,1.0,6.0,18,44.4,35.5,1.972
TLMUSDT,REG_BEAR,1.5,3.0,10,40.0,5.41,0.541
DBRUSDT,HID_BULL,2.0,7.0,11,45.5,28.17,2.561
PENGUUSDT,REG_BEAR,1.5,5.0,10,20.0,1.53,0.153
TLMUSDT,REG_BEAR,1.5,4.0,10,40.0,9.41,0.941
DBRUSDT,HID_BULL,2.0,8.0,11,45.5,33.17,3.015
POWRUSDT,REG_BEAR,1.0,7.0,18,38.9,35.5,1.972
DEXEUSDT,HID_BEAR,1.0,8.0,24,25.0,27.68,1.153
PENGUUSDT,REG_BEAR,1.5,6.0,10,20.0,3.53,0.353
DBRUSDT,HID_BULL,2.0,9.0,11,45.5,38.17,3.47
TLMUSDT,REG_BEAR,1.5,5.0,10,40.0,13.41,1.341
DBRUSDT,HID_BULL,2.0,10.0,11,45.5,43.17,3.924
PENGUUSDT,REG_BEAR,1.5,7.0,10,20.0,5.53,0.553
POWRUSDT,REG_BEAR,1.0,8.0,18,38.9,42.5,2.361
TLMUSDT,REG_BEAR,1.5,6.0,10,30.0,10.41,1.041
PENGUUSDT,REG_BEAR,1.5,8.0,10,20.0,7.53,0.753
TLMUSDT,REG_BEAR,1.5,7.0,10,30.0,13.41,1.341
DEXEUSDT,HID_BEAR,1.0,9.0,24,25.0,33.68,1.403
POWRUSDT,REG_BEAR,1.0,9.0,18,38.9,49.5,2.75
PENGUUSDT,REG_BEAR,1.5,9.0,10,20.0,9.53,0.953
TLMUSDT,REG_BEAR,1.5,8.0,10,30.0,16.41,1.641
PENGUUSDT,REG_BEAR,1.5,10.0,10,20.0,11.53,1.153
POWRUSDT,REG_BEAR,1.0,10.0,18,38.9,56.5,3.139
DEXEUSDT,HID_BEAR,1.0,10.0,24,25.0,39.68,1.653
TLMUSDT,REG_BEAR,1.5,9.0,10,20.0,9.41,0.941
PENGUUSDT,REG_BEAR,2.0,1.5,10,60.0,4.65,0.465
TLMUSDT,REG_BEAR,1.5,10.0,10,20.0,11.41,1.141
AIXBTUSDT,REG_BEAR,1.0,1.5,10,80.0,9.26,0.926
POWRUSDT,REG_BEAR,1.5,1.5,18,55.6,5.33,0.296
PENGUUSDT,REG_BEAR,2.0,2.0,10,50.0,4.65,0.465
DEXEUSDT,HID_BEAR,1.5,1.5,24,58.3,9.45,0.394
TLMUSDT,REG_BEAR,2.0,1.5,10,60.0,4.56,0.456
AIXBTUSDT,REG_BEAR,1.0,2.0,10,80.0,13.26,1.326
TLMUSDT,REG_BEAR,2.0,2.0,10,60.0,7.56,0.756
AIXBTUSDT,REG_BEAR,1.0,3.0,10,50.0,9.26,0.926
POWRUSDT,REG_BEAR,1.5,2.0,18,55.6,10.33,0.574
LSKUSDT,HID_BEAR,1.0,2.0,21,47.6,6.99,0.333
DEXEUSDT,HID_BEAR,1.5,2.0,24,50.0,10.45,0.436
PENGUUSDT,REG_BEAR,2.0,4.0,10,30.0,4.65,0.465
TLMUSDT,REG_BEAR,2.0,3.0,10,50.0,9.56,0.956
AIXBTUSDT,REG_BEAR,1.0,4.0,10,50.0,14.26,1.426
POWRUSDT,REG_BEAR,1.5,3.0,18,50.0,16.33,0.907
PENGUUSDT,REG_BEAR,2.0,5.0,10,30.0,7.65,0.765
AIXBTUSDT,REG_BEAR,1.0,5.0,10,50.0,19.26,1.926
TLMUSDT,REG_BEAR,2.0,4.0,10,50.0,14.56,1.456
LSKUSDT,HID_BEAR,1.0,3.0,21,42.9,12.99,0.618
AIXBTUSDT,REG_BEAR,1.0,6.0,10,50.0,24.26,2.426
POWRUSDT,REG_BEAR,1.5,4.0,18,50.0,25.33,1.407
PENGUUSDT,REG_BEAR,2.0,6.0,10,30.0,10.65,1.065
TLMUSDT,REG_BEAR,2.0,5.0,10,40.0,13.56,1.356
AIXBTUSDT,REG_BEAR,1.0,7.0,10,50.0,29.26,2.926
PENGUUSDT,REG_BEAR,2.0,7.0,10,30.0,13.65,1.365
POWRUSDT,REG_BEAR,1.5,5.0,18,44.4,28.33,1.574
AIXBTUSDT,REG_BEAR,1.0,8.0,10,50.0,34.26,3.426
TLMUSDT,REG_BEAR,2.0,6.0,10,30.0,10.56,1.056
DEXEUSDT,HID_BEAR,1.5,4.0,24,25.0,4.45,0.186
AIXBTUSDT,REG_BEAR,1.0,9.0,10,50.0,39.26,3.926
PENGUUSDT,REG_BEAR,2.0,8.0,10,30.0,16.65,1.665
TLMUSDT,REG_BEAR,2.0,7.0,10,20.0,5.56,0.556
HAEDALUSDT,REG_BEAR,1.0,1.5,14,64.3,7.05,0.504
POWRUSDT,REG_BEAR,1.5,6.0,18,44.4,36.33,2.019
AIXBTUSDT,REG_BEAR,1.0,10.0,10,50.0,44.26,4.426
LSKUSDT,HID_BEAR,1.0,5.0,21,23.8,6.99,0.333
DEXEUSDT,HID_BEAR,1.5,5.0,24,25.0,10.45,0.436
AIXBTUSDT,REG_BEAR,1.5,1.5,10,100.0,14.5,1.45
TLMUSDT,REG_BEAR,2.0,8.0,10,20.0,7.56,0.756
HAEDALUSDT,REG_BEAR,1.0,2.0,14,57.1,8.55,0.611
POWRUSDT,REG_BEAR,1.5,7.0,18,44.4,44.33,2.463
AIXBTUSDT,REG_BEAR,1.5,2.0,10,70.0,10.5,1.05
TLMUSDT,REG_BEAR,2.0,9.0,10,20.0,9.56,0.956
HAEDALUSDT,REG_BEAR,1.0,3.0,14,57.1,16.55,1.182
LSKUSDT,HID_BEAR,1.0,6.0,21,23.8,11.99,0.571
DEXEUSDT,HID_BEAR,1.5,6.0,24,25.0,16.45,0.686
AIXBTUSDT,REG_BEAR,1.5,3.0,10,60.0,13.5,1.35
POWRUSDT,REG_BEAR,1.5,8.0,18,44.4,52.33,2.907
TLMUSDT,REG_BEAR,2.0,10.0,10,20.0,11.56,1.156
HAEDALUSDT,REG_BEAR,1.0,4.0,14,57.1,24.55,1.754
AIXBTUSDT,REG_BEAR,1.5,4.0,10,60.0,19.5,1.95
LSKUSDT,HID_BEAR,1.0,7.0,21,23.8,16.99,0.809
AIXBTUSDT,REG_BEAR,1.5,5.0,10,60.0,25.5,2.55
POWRUSDT,REG_BEAR,1.5,9.0,18,44.4,60.33,3.352
HAEDALUSDT,REG_BEAR,1.0,5.0,14,57.1,32.55,2.325
DEXEUSDT,HID_BEAR,1.5,7.0,24,25.0,22.45,0.936
AIXBTUSDT,REG_BEAR,1.5,6.0,10,60.0,31.5,3.15
HAEDALUSDT,REG_BEAR,1.0,6.0,14,57.1,40.55,2.896
AIXBTUSDT,REG_BEAR,1.5,7.0,10,60.0,37.5,3.75
POWRUSDT,REG_BEAR,1.5,10.0,18,38.9,57.33,3.185
LSKUSDT,HID_BEAR,1.0,8.0,21,23.8,21.99,1.047
DEXEUSDT,HID_BEAR,1.5,8.0,24,25.0,28.45,1.186
HAEDALUSDT,REG_BEAR,1.0,7.0,14,57.1,48.55,3.468
AIXBTUSDT,REG_BEAR,1.5,8.0,10,50.0,34.5,3.45
POWRUSDT,REG_BEAR,2.0,1.5,18,55.6,5.75,0.319
HAEDALUSDT,REG_BEAR,1.0,8.0,14,57.1,56.55,4.039
LSKUSDT,HID_BEAR,1.0,9.0,21,23.8,26.99,1.285
MAVIAUSDT,HID_BEAR,1.0,1.5,27,55.6,8.54,0.316
AIXBTUSDT,REG_BEAR,1.5,9.0,10,50.0,39.5,3.95
DEXEUSDT,HID_BEAR,1.5,9.0,24,25.0,34.45,1.436
AIXBTUSDT,REG_BEAR,1.5,10.0,10,50.0,44.5,4.45
POWRUSDT,REG_BEAR,2.0,2.0,18,50.0,7.75,0.431
HAEDALUSDT,REG_BEAR,1.0,9.0,14,57.1,64.55,4.611
LSKUSDT,HID_BEAR,1.0,10.0,21,23.8,31.99,1.523
AIXBTUSDT,REG_BEAR,2.0,1.5,10,80.0,9.63,0.963
HAEDALUSDT,REG_BEAR,1.0,10.0,14,57.1,72.55,5.182
MAVIAUSDT,HID_BEAR,1.0,2.0,27,48.1,10.04,0.372
AIXBTUSDT,REG_BEAR,2.0,2.0,10,80.0,13.63,1.363
POWRUSDT,REG_BEAR,2.0,3.0,18,50.0,16.75,0.931
DEXEUSDT,HID_BEAR,1.5,10.0,24,25.0,40.45,1.686
HAEDALUSDT,REG_BEAR,1.5,1.5,14,57.1,5.03,0.359
LSKUSDT,HID_BEAR,1.5,1.5,21,52.4,5.16,0.246
AIXBTUSDT,REG_BEAR,2.0,3.0,10,70.0,17.63,1.763
POWRUSDT,REG_BEAR,2.0,4.0,18,44.4,20.75,1.153
MAVIAUSDT,HID_BEAR,1.0,3.0,27,48.1,23.04,0.853
AIXBTUSDT,REG_BEAR,2.0,4.0,10,70.0,24.63,2.463
HAEDALUSDT,REG_BEAR,1.5,2.0,14,57.1,9.03,0.645
DEXEUSDT,HID_BEAR,2.0,1.5,24,62.5,12.34,0.514
LSKUSDT,HID_BEAR,1.5,2.0,21,47.6,7.66,0.365
AIXBTUSDT,REG_BEAR,2.0,5.0,10,70.0,31.63,3.163
HAEDALUSDT,REG_BEAR,1.5,3.0,14,57.1,17.03,1.217
POWRUSDT,REG_BEAR,2.0,5.0,18,44.4,28.75,1.597
AIXBTUSDT,REG_BEAR,2.0,6.0,10,60.0,31.63,3.163
MAVIAUSDT,HID_BEAR,1.0,4.0,27,40.7,26.04,0.964
DEXEUSDT,HID_BEAR,2.0,2.0,24,45.8,7.84,0.327
HAEDALUSDT,REG_BEAR,1.5,4.0,14,57.1,25.03,1.788
AIXBTUSDT,REG_BEAR,2.0,7.0,10,60.0,37.63,3.763
POWRUSDT,REG_BEAR,2.0,6.0,18,44.4,36.75,2.042
TLMUSDT,HID_BEAR,1.0,1.5,13,53.8,3.26,0.251
AIXBTUSDT,REG_BEAR,2.0,8.0,10,60.0,43.63,4.363
HAEDALUSDT,REG_BEAR,1.5,5.0,14,57.1,33.03,2.359
MAVIAUSDT,HID_BEAR,1.0,5.0,27,37.0,31.04,1.15
TLMUSDT,HID_BEAR,1.0,2.0,13,46.2,3.76,0.289
POWRUSDT,REG_BEAR,2.0,7.0,18,44.4,44.75,2.486
LSKUSDT,HID_BEAR,1.5,4.0,21,28.6,7.66,0.365
AIXBTUSDT,REG_BEAR,2.0,9.0,10,50.0,39.63,3.963
HAEDALUSDT,REG_BEAR,1.5,6.0,14,57.1,41.03,2.931
DEXEUSDT,HID_BEAR,2.0,4.0,24,33.3,14.84,0.618
HAEDALUSDT,REG_BEAR,1.5,7.0,14,57.1,49.03,3.502
POWRUSDT,REG_BEAR,2.0,8.0,18,38.9,43.75,2.431
MAVIAUSDT,HID_BEAR,1.0,6.0,27,37.0,41.04,1.52
LSKUSDT,HID_BEAR,1.5,5.0,21,28.6,13.66,0.65
HAEDALUSDT,REG_BEAR,1.5,8.0,14,57.1,57.03,4.074
POWRUSDT,REG_BEAR,2.0,9.0,18,38.9,50.75,2.819
DEXEUSDT,HID_BEAR,2.0,5.0,24,33.3,22.84,0.952
LSKUSDT,HID_BEAR,1.5,6.0,21,28.6,19.66,0.936
MAVIAUSDT,HID_BEAR,1.0,7.0,27,33.3,43.04,1.594
HAEDALUSDT,REG_BEAR,1.5,9.0,14,57.1,65.03,4.645
POWRUSDT,REG_BEAR,2.0,10.0,18,38.9,57.75,3.208
AIXBTUSDT,HID_BULL,1.0,4.0,12,33.3,7.19,0.599
AIXBTUSDT,HID_BULL,1.0,5.0,12,25.0,5.19,0.433
DEXEUSDT,HID_BEAR,2.0,6.0,24,33.3,30.84,1.285
HAEDALUSDT,REG_BEAR,1.5,10.0,14,57.1,73.03,5.217
LSKUSDT,HID_BEAR,1.5,7.0,21,23.8,17.66,0.841
MAVIAUSDT,HID_BEAR,1.0,8.0,27,33.3,52.04,1.927
HAEDALUSDT,REG_BEAR,2.0,1.5,14,57.1,5.27,0.377
DEXEUSDT,HID_BEAR,2.0,7.0,24,33.3,38.84,1.618
LSKUSDT,HID_BEAR,1.5,8.0,21,23.8,22.66,1.079
HAEDALUSDT,REG_BEAR,2.0,2.0,14,57.1,9.27,0.662
MAVIAUSDT,HID_BEAR,1.0,9.0,27,33.3,61.04,2.261
LSKUSDT,HID_BEAR,1.5,9.0,21,23.8,27.66,1.317
HAEDALUSDT,REG_BEAR,2.0,3.0,14,57.1,17.27,1.234
DEXEUSDT,HID_BEAR,2.0,8.0,24,33.3,46.84,1.952
MOODENGUSDT,HID_BEAR,1.0,2.0,24,41.7,4.21,0.175
HAEDALUSDT,REG_BEAR,2.0,4.0,14,57.1,25.27,1.805
MAVIAUSDT,HID_BEAR,1.0,10.0,27,33.3,70.04,2.594
LSKUSDT,HID_BEAR,1.5,10.0,21,23.8,32.66,1.555
DEXEUSDT,HID_BEAR,2.0,9.0,24,33.3,54.84,2.285
HAEDALUSDT,REG_BEAR,2.0,5.0,14,57.1,33.27,2.377
MOODENGUSDT,HID_BEAR,1.0,3.0,24,41.7,14.21,0.592
MAVIAUSDT,HID_BEAR,1.5,1.5,27,66.7,16.69,0.618
LSKUSDT,HID_BEAR,2.0,1.5,21,52.4,5.49,0.262
HAEDALUSDT,REG_BEAR,2.0,6.0,14,57.1,41.27,2.948
DEXEUSDT,HID_BEAR,2.0,10.0,24,33.3,62.84,2.618
HAEDALUSDT,REG_BEAR,2.0,7.0,14,57.1,49.27,3.52
POWRUSDT,HID_BULL,1.5,5.0,10,20.0,1.17,0.117
MOODENGUSDT,HID_BEAR,1.0,4.0,24,41.7,24.21,1.009
MAVIAUSDT,HID_BEAR,1.5,2.0,27,59.3,19.69,0.729
POWRUSDT,HID_BULL,1.5,6.0,10,20.0,3.17,0.317
HAEDALUSDT,REG_BEAR,2.0,8.0,14,57.1,57.27,4.091
POWRUSDT,HID_BULL,1.5,7.0,10,20.0,5.17,0.517
POWRUSDT,HID_BULL,1.5,8.0,10,20.0,7.17,0.717
HAEDALUSDT,REG_BEAR,2.0,9.0,14,57.1,65.27,4.662
MOODENGUSDT,HID_BEAR,1.0,5.0,24,41.7,34.21,1.425
MAVIAUSDT,HID_BEAR,1.5,3.0,27,48.1,23.69,0.878
POWRUSDT,HID_BULL,1.5,9.0,10,20.0,9.17,0.917
POWRUSDT,HID_BULL,1.5,10.0,10,20.0,11.17,1.117
HAEDALUSDT,REG_BEAR,2.0,10.0,14,57.1,73.27,5.234
AIXBTUSDT,HID_BULL,2.0,1.5,12,50.0,2.6,0.216
MOODENGUSDT,HID_BEAR,1.0,6.0,24,41.7,44.21,1.842
LSKUSDT,HID_BEAR,2.0,4.0,21,33.3,12.99,0.619
AIXBTUSDT,HID_BULL,2.0,2.0,12,50.0,5.6,0.466
MAVIAUSDT,HID_BEAR,1.5,4.0,27,48.1,36.69,1.359
LSKUSDT,HID_BEAR,2.0,5.0,21,33.3,19.99,0.952
MOODENGUSDT,HID_BEAR,1.0,7.0,24,41.7,54.21,2.259
AIXBTUSDT,HID_BULL,2.0,4.0,12,25.0,2.6,0.216
POWRUSDT,HID_BULL,2.0,5.0,10,20.0,1.38,0.138
MAVIAUSDT,HID_BEAR,1.5,5.0,27,44.4,43.69,1.618
POWRUSDT,HID_BULL,2.0,6.0,10,20.0,3.38,0.338
