symbol,div_type,atr,rr,trades,wr,total_r,avg_r
IDUSDT,REG_BEAR,2.0,6.0,12,41.7,22.41,1.868
A2ZUSDT,HID_BEAR,1.0,5.0,18,38.9,22.46,1.248
MAVUSDT,REG_BEAR,2.0,6.0,13,23.1,7.34,0.565
REDUSDT,REG_BEAR,2.0,5.0,12,58.3,29.39,2.449
IDUSDT,REG_BEAR,2.0,7.0,12,41.7,27.41,2.284
PROVEUSDT,HID_BEAR,1.5,1.5,23,47.8,3.14,0.136
SOMIUSDT,HID_BEAR,1.5,7.0,24,45.8,62.85,2.619
MAVUSDT,REG_BEAR,2.0,7.0,13,23.1,10.34,0.796
REDUSDT,REG_BEAR,2.0,6.0,12,58.3,36.39,3.032
A2ZUSDT,HID_BEAR,1.0,6.0,18,33.3,22.46,1.248
IDUSDT,REG_BEAR,2.0,8.0,12,41.7,32.41,2.701
MAVUSDT,REG_BEAR,2.0,8.0,13,23.1,13.34,1.026
REDUSDT,REG_BEAR,2.0,7.0,12,58.3,43.39,3.616
PROVEUSDT,HID_BEAR,1.5,2.0,23,43.5,5.64,0.245
SOMIUSDT,HID_BEAR,1.5,8.0,24,45.8,73.85,3.077
A2ZUSDT,HID_BEAR,1.0,7.0,18,33.3,28.46,1.581
IDUSDT,REG_BEAR,2.0,9.0,12,41.7,37.41,3.118
MAVUSDT,REG_BEAR,2.0,9.0,13,23.1,16.34,1.257
REDUSDT,REG_BEAR,2.0,8.0,12,58.3,50.39,4.199
IDUSDT,REG_BEAR,2.0,10.0,12,41.7,42.41,3.534
REDUSDT,REG_BEAR,2.0,9.0,12,50.0,47.39,3.949
A2ZUSDT,HID_BEAR,1.0,8.0,18,33.3,34.46,1.914
MAVUSDT,REG_BEAR,2.0,10.0,13,23.1,19.34,1.488
SOMIUSDT,HID_BEAR,1.5,9.0,24,45.8,84.85,3.535
REDUSDT,REG_BEAR,2.0,10.0,12,50.0,53.39,4.449
A2ZUSDT,HID_BEAR,1.0,9.0,18,33.3,40.46,2.248
PROVEUSDT,HID_BEAR,1.5,4.0,23,30.4,10.64,0.463
SPKUSDT,HID_BEAR,1.0,1.5,19,63.2,9.44,0.497
SOMIUSDT,HID_BEAR,1.5,10.0,23,43.5,85.87,3.733
A2ZUSDT,HID_BEAR,1.0,10.0,18,33.3,46.46,2.581
PROVEUSDT,HID_BEAR,1.5,5.0,23,26.1,11.64,0.506
SPKUSDT,HID_BEAR,1.0,2.0,19,52.6,9.44,0.497
A2ZUSDT,HID_BEAR,1.5,1.5,18,50.0,3.47,0.193
SOMIUSDT,HID_BEAR,2.0,1.5,24,66.7,15.14,0.631
TAUSDT,HID_BEAR,1.0,2.0,17,41.2,3.2,0.188
SPKUSDT,HID_BEAR,1.0,3.0,19,47.4,15.44,0.813
PROVEUSDT,HID_BEAR,1.5,6.0,23,26.1,17.64,0.767
A2ZUSDT,HID_BEAR,1.5,2.0,18,50.0,7.97,0.443
SOMIUSDT,HID_BEAR,2.0,2.0,24,58.3,17.14,0.714
TAUSDT,HID_BEAR,1.0,3.0,17,41.2,10.2,0.6
MAVUSDT,HID_BEAR,1.0,1.5,18,55.6,5.63,0.313
SPKUSDT,HID_BEAR,1.0,4.0,19,47.4,24.44,1.286
STEEMUSDT,HID_BEAR,1.0,1.5,18,61.1,6.76,0.376
A2ZUSDT,HID_BEAR,1.5,3.0,18,44.4,12.97,0.721
PROVEUSDT,HID_BEAR,1.5,7.0,23,26.1,23.64,1.028
TAUSDT,HID_BEAR,1.0,4.0,17,41.2,17.2,1.011
MAVUSDT,HID_BEAR,1.0,2.0,18,50.0,7.63,0.424
SOMIUSDT,HID_BEAR,2.0,3.0,24,58.3,31.14,1.297
SPKUSDT,HID_BEAR,1.0,5.0,19,47.4,33.44,1.76
A2ZUSDT,HID_BEAR,1.5,4.0,18,38.9,15.97,0.887
STEEMUSDT,HID_BEAR,1.0,2.0,18,55.6,9.26,0.515
TAUSDT,HID_BEAR,1.0,5.0,17,41.2,24.2,1.423
MAVUSDT,HID_BEAR,1.0,3.0,18,44.4,12.63,0.702
PROVEUSDT,HID_BEAR,1.5,8.0,23,21.7,20.64,0.897
STEEMUSDT,HID_BEAR,1.0,3.0,18,44.4,11.26,0.626
SPKUSDT,HID_BEAR,1.0,6.0,19,47.4,42.44,2.234
SOMIUSDT,HID_BEAR,2.0,4.0,24,54.2,40.14,1.672
A2ZUSDT,HID_BEAR,1.5,5.0,18,38.9,22.97,1.276
TAUSDT,HID_BEAR,1.0,6.0,17,41.2,31.2,1.835
MAVUSDT,HID_BEAR,1.0,4.0,18,33.3,10.63,0.591
STEEMUSDT,HID_BEAR,1.0,4.0,18,33.3,9.26,0.515
A2ZUSDT,HID_BEAR,1.5,6.0,18,38.9,29.97,1.665
SPKUSDT,HID_BEAR,1.0,7.0,19,36.8,35.44,1.865
PROVEUSDT,HID_BEAR,1.5,9.0,23,21.7,25.64,1.115
TAUSDT,HID_BEAR,1.0,7.0,17,41.2,38.2,2.247
MAVUSDT,HID_BEAR,1.0,5.0,18,33.3,16.63,0.924
SOMIUSDT,HID_BEAR,2.0,5.0,24,54.2,53.14,2.214
STEEMUSDT,HID_BEAR,1.0,5.0,18,27.8,9.26,0.515
A2ZUSDT,HID_BEAR,1.5,7.0,18,38.9,36.97,2.054
TAUSDT,HID_BEAR,1.0,8.0,17,41.2,45.2,2.659
SPKUSDT,HID_BEAR,1.0,8.0,19,36.8,42.44,2.234
MAVUSDT,HID_BEAR,1.0,6.0,18,33.3,22.63,1.257
REDUSDT,HID_BEAR,1.0,2.0,20,45.0,5.28,0.264
PROVEUSDT,HID_BEAR,1.5,10.0,23,21.7,30.64,1.332
STEEMUSDT,HID_BEAR,1.0,6.0,18,27.8,14.26,0.792
SOMIUSDT,HID_BEAR,2.0,6.0,24,54.2,66.14,2.756
A2ZUSDT,HID_BEAR,1.5,8.0,18,33.3,34.97,1.943
TAUSDT,HID_BEAR,1.0,9.0,17,35.3,42.2,2.482
SPKUSDT,HID_BEAR,1.0,9.0,19,36.8,49.44,2.602
MAVUSDT,HID_BEAR,1.0,7.0,18,27.8,20.63,1.146
STEEMUSDT,HID_BEAR,1.0,7.0,18,27.8,19.26,1.07
PROVEUSDT,HID_BEAR,2.0,1.5,23,47.8,3.48,0.151
TAUSDT,HID_BEAR,1.0,10.0,17,35.3,48.2,2.835
A2ZUSDT,HID_BEAR,1.5,9.0,18,33.3,40.97,2.276
SOMIUSDT,HID_BEAR,2.0,7.0,24,50.0,71.14,2.964
REDUSDT,HID_BEAR,1.0,4.0,20,30.0,8.28,0.414
MAVUSDT,HID_BEAR,1.0,8.0,18,27.8,25.63,1.424
SPKUSDT,HID_BEAR,1.0,10.0,19,36.8,56.44,2.97
STEEMUSDT,HID_BEAR,1.0,8.0,18,27.8,24.26,1.348
TAUSDT,HID_BEAR,1.5,1.5,17,52.9,4.96,0.292
REDUSDT,HID_BEAR,1.0,5.0,20,25.0,8.28,0.414
MAVUSDT,HID_BEAR,1.0,9.0,18,27.8,30.63,1.702
A2ZUSDT,HID_BEAR,1.5,10.0,18,33.3,46.97,2.609
SPKUSDT,HID_BEAR,1.5,1.5,19,63.2,9.96,0.524
STEEMUSDT,HID_BEAR,1.0,9.0,18,27.8,29.26,1.626
SOMIUSDT,HID_BEAR,2.0,8.0,23,43.5,66.15,2.876
TAUSDT,HID_BEAR,1.5,2.0,17,52.9,9.46,0.557
MAVUSDT,HID_BEAR,1.0,10.0,18,27.8,35.63,1.98
A2ZUSDT,HID_BEAR,2.0,1.5,18,61.1,8.73,0.485
REDUSDT,HID_BEAR,1.0,6.0,20,25.0,13.28,0.664
SPKUSDT,HID_BEAR,1.5,2.0,19,52.6,9.96,0.524
TRUMPUSDT,HID_BEAR,1.0,4.0,25,32.0,11.54,0.462
STEEMUSDT,HID_BEAR,1.0,10.0,18,27.8,34.26,1.903
TAUSDT,HID_BEAR,1.5,3.0,17,52.9,18.46,1.086
A2ZUSDT,HID_BEAR,2.0,2.0,18,55.6,11.23,0.624
REDUSDT,HID_BEAR,1.0,7.0,20,25.0,18.28,0.914
SOMIUSDT,HID_BEAR,2.0,9.0,23,43.5,76.15,3.311
IDUSDT,HID_BEAR,1.0,1.5,16,62.5,7.35,0.459
MAVUSDT,HID_BEAR,1.5,1.5,18,55.6,6.09,0.338
SPKUSDT,HID_BEAR,1.5,3.0,19,52.6,19.96,1.05
PROVEUSDT,HID_BEAR,2.0,4.0,23,34.8,15.98,0.695
STEEMUSDT,HID_BEAR,1.5,1.5,17,58.8,6.32,0.372
TAUSDT,HID_BEAR,1.5,4.0,17,52.9,27.46,1.616
TRUMPUSDT,HID_BEAR,1.0,5.0,25,28.0,13.54,0.542
A2ZUSDT,HID_BEAR,2.0,3.0,18,55.6,21.23,1.179
IDUSDT,HID_BEAR,1.0,2.0,16,50.0,6.35,0.397
REDUSDT,HID_BEAR,1.0,8.0,20,25.0,23.28,1.164
MAVUSDT,HID_BEAR,1.5,2.0,18,50.0,8.09,0.449
SPKUSDT,HID_BEAR,1.5,4.0,19,52.6,29.96,1.577
SOMIUSDT,HID_BEAR,2.0,10.0,23,43.5,86.15,3.746
TAUSDT,HID_BEAR,1.5,5.0,17,52.9,36.46,2.145
STEEMUSDT,HID_BEAR,1.5,2.0,17,52.9,8.32,0.489
A2ZUSDT,HID_BEAR,2.0,4.0,18,55.6,31.23,1.735
REDUSDT,HID_BEAR,1.0,9.0,20,25.0,28.28,1.414
IDUSDT,HID_BEAR,1.0,3.0,16,43.8,10.35,0.647
PROVEUSDT,HID_BEAR,2.0,5.0,23,34.8,23.98,1.043
TRUMPUSDT,HID_BEAR,1.0,6.0,25,28.0,20.54,0.822
SPKUSDT,HID_BEAR,1.5,5.0,19,42.1,27.96,1.472
TAUSDT,HID_BEAR,1.5,6.0,17,47.1,38.46,2.263
A2ZUSDT,HID_BEAR,2.0,5.0,18,55.6,41.23,2.29
STEEMUSDT,HID_BEAR,1.5,3.0,17,41.2,9.32,0.548
IDUSDT,HID_BEAR,1.0,4.0,16,37.5,12.35,0.772
MAVUSDT,HID_BEAR,1.5,4.0,18,38.9,16.09,0.894
REDUSDT,HID_BEAR,1.0,10.0,20,25.0,33.28,1.664
PROVEUSDT,HID_BEAR,2.0,6.0,23,30.4,24.98,1.086
TRUMPUSDT,HID_BEAR,1.0,7.0,25,28.0,27.54,1.102
SPKUSDT,HID_BEAR,1.5,6.0,19,42.1,35.96,1.893
STEEMUSDT,HID_BEAR,1.5,4.0,17,35.3,11.32,0.666
TAUSDT,HID_BEAR,1.5,7.0,17,47.1,46.46,2.733
A2ZUSDT,HID_BEAR,2.0,6.0,18,50.0,44.23,2.457
IDUSDT,HID_BEAR,1.0,5.0,16,37.5,18.35,1.147
MAVUSDT,HID_BEAR,1.5,5.0,18,38.9,23.09,1.283
REDUSDT,HID_BEAR,1.5,1.5,20,55.0,6.35,0.318
SPKUSDT,HID_BEAR,1.5,7.0,19,42.1,43.96,2.314
PROVEUSDT,HID_BEAR,2.0,7.0,23,30.4,31.98,1.39
TRUMPUSDT,HID_BEAR,1.0,8.0,25,28.0,34.54,1.382
TAUSDT,HID_BEAR,1.5,8.0,17,47.1,54.46,3.204
IDUSDT,HID_BEAR,1.0,6.0,16,37.5,24.35,1.522
STEEMUSDT,HID_BEAR,1.5,5.0,17,35.3,17.32,1.019
A2ZUSDT,HID_BEAR,2.0,7.0,18,50.0,53.23,2.957
MAVUSDT,HID_BEAR,1.5,6.0,18,33.3,23.09,1.283
REDUSDT,HID_BEAR,1.5,2.0,20,45.0,5.85,0.293
SPKUSDT,HID_BEAR,1.5,8.0,19,42.1,51.96,2.735
TAUSDT,HID_BEAR,1.5,9.0,17,41.2,52.46,3.086
IDUSDT,HID_BEAR,1.0,7.0,16,37.5,30.35,1.897
STEEMUSDT,HID_BEAR,1.5,6.0,17,35.3,23.32,1.372
A2ZUSDT,HID_BEAR,2.0,8.0,18,50.0,62.23,3.457
PROVEUSDT,HID_BEAR,2.0,8.0,23,21.7,20.98,0.912
TRUMPUSDT,HID_BEAR,1.0,9.0,25,28.0,41.54,1.662
MAVUSDT,HID_BEAR,1.5,7.0,18,33.3,29.09,1.616
SPKUSDT,HID_BEAR,1.5,9.0,19,36.8,49.96,2.629
TAUSDT,HID_BEAR,1.5,10.0,17,35.3,48.46,2.851
IDUSDT,HID_BEAR,1.0,8.0,16,37.5,36.35,2.272
STEEMUSDT,HID_BEAR,1.5,7.0,17,35.3,29.32,1.725
REDUSDT,HID_BEAR,1.5,4.0,20,30.0,8.85,0.443
A2ZUSDT,HID_BEAR,2.0,9.0,18,44.4,61.23,3.402
MAVUSDT,HID_BEAR,1.5,8.0,18,33.3,35.09,1.949
PROVEUSDT,HID_BEAR,2.0,9.0,23,21.7,25.98,1.13
TRUMPUSDT,HID_BEAR,1.0,10.0,25,28.0,48.54,1.942
SPKUSDT,HID_BEAR,1.5,10.0,19,36.8,56.96,2.998
IDUSDT,HID_BEAR,1.0,9.0,16,31.2,32.35,2.022
TAUSDT,HID_BEAR,2.0,1.5,17,58.8,7.6,0.447
STEEMUSDT,HID_BEAR,1.5,8.0,17,35.3,35.32,2.077
REDUSDT,HID_BEAR,1.5,5.0,20,30.0,14.85,0.743
MAVUSDT,HID_BEAR,1.5,9.0,18,33.3,41.09,2.283
A2ZUSDT,HID_BEAR,2.0,10.0,18,38.9,58.23,3.235
IDUSDT,HID_BEAR,1.0,10.0,16,31.2,37.35,2.334
STEEMUSDT,HID_BEAR,1.5,9.0,17,35.3,41.32,2.43
TAUSDT,HID_BEAR,2.0,2.0,17,58.8,12.6,0.741
PROVEUSDT,HID_BEAR,2.0,10.0,23,21.7,30.98,1.347
SPKUSDT,HID_BEAR,2.0,1.5,19,57.9,7.72,0.406
MAVUSDT,HID_BEAR,1.5,10.0,18,33.3,47.09,2.616
REDUSDT,HID_BEAR,1.5,6.0,20,30.0,20.85,1.043
STEEMUSDT,HID_BEAR,1.5,10.0,17,35.3,47.32,2.783
IDUSDT,HID_BEAR,1.5,1.5,16,56.2,5.4,0.338
TAUSDT,HID_BEAR,2.0,3.0,17,58.8,22.6,1.329
MAVUSDT,HID_BEAR,2.0,1.5,18,61.1,8.82,0.49
TRUMPUSDT,HID_BEAR,1.5,2.0,25,40.0,2.7,0.108
SPKUSDT,HID_BEAR,2.0,2.0,19,57.9,13.22,0.696
REDUSDT,HID_BEAR,1.5,7.0,20,30.0,26.85,1.343
IDUSDT,HID_BEAR,1.5,2.0,16,50.0,6.9,0.431
STEEMUSDT,HID_BEAR,2.0,1.5,17,52.9,4.24,0.249
TAUSDT,HID_BEAR,2.0,4.0,17,58.8,32.6,1.918
MAVUSDT,HID_BEAR,2.0,2.0,18,50.0,8.32,0.462
REDUSDT,HID_BEAR,1.5,8.0,20,30.0,32.85,1.643
SPKUSDT,HID_BEAR,2.0,3.0,19,52.6,20.22,1.064
IDUSDT,HID_BEAR,1.5,3.0,16,43.8,10.9,0.681
STEEMUSDT,HID_BEAR,2.0,2.0,17,47.1,5.74,0.338
TAUSDT,HID_BEAR,2.0,5.0,17,52.9,36.6,2.153
REDUSDT,HID_BEAR,1.5,9.0,20,30.0,38.85,1.943
SPKUSDT,HID_BEAR,2.0,4.0,19,47.4,25.22,1.327
IDUSDT,HID_BEAR,1.5,4.0,16,43.8,17.9,1.119
TRUMPUSDT,HID_BEAR,1.5,4.0,25,36.0,17.7,0.708
STEEMUSDT,HID_BEAR,2.0,3.0,17,47.1,13.74,0.808
TAUSDT,HID_BEAR,2.0,6.0,17,52.9,45.6,2.682
REDUSDT,HID_BEAR,1.5,10.0,20,30.0,44.85,2.243
IDUSDT,HID_BEAR,1.5,5.0,16,43.8,24.9,1.556
SPKUSDT,HID_BEAR,2.0,5.0,19,42.1,28.22,1.485
MAVUSDT,HID_BEAR,2.0,4.0,18,38.9,16.32,0.907
TAUSDT,HID_BEAR,2.0,7.0,17,41.2,38.6,2.27
STEEMUSDT,HID_BEAR,2.0,4.0,17,47.1,21.74,1.279
TRUMPUSDT,HID_BEAR,1.5,5.0,25,36.0,26.7,1.068
IDUSDT,HID_BEAR,1.5,6.0,16,37.5,24.9,1.556
SPKUSDT,HID_BEAR,2.0,6.0,19,42.1,36.22,1.906
MAVUSDT,HID_BEAR,2.0,5.0,18,33.3,17.32,0.962
TAUSDT,HID_BEAR,2.0,8.0,17,41.2,45.6,2.682
STEEMUSDT,HID_BEAR,2.0,5.0,17,47.1,29.74,1.749
TRUMPUSDT,HID_BEAR,1.5,6.0,25,36.0,35.7,1.428
IDUSDT,HID_BEAR,1.5,7.0,16,37.5,30.9,1.931
MAVUSDT,HID_BEAR,2.0,6.0,18,33.3,23.32,1.295
SPKUSDT,HID_BEAR,2.0,7.0,19,36.8,36.22,1.906
STEEMUSDT,HID_BEAR,2.0,6.0,17,47.1,37.74,2.22
TAUSDT,HID_BEAR,2.0,9.0,17,29.4,32.6,1.918
IDUSDT,HID_BEAR,1.5,8.0,16,37.5,36.9,2.306
MAVUSDT,HID_BEAR,2.0,7.0,18,33.3,29.32,1.629
SPKUSDT,HID_BEAR,2.0,8.0,19,36.8,43.22,2.275
TRUMPUSDT,HID_BEAR,1.5,7.0,25,36.0,44.7,1.788
STEEMUSDT,HID_BEAR,2.0,7.0,17,41.2,37.74,2.22
TAUSDT,HID_BEAR,2.0,10.0,17,23.5,26.6,1.565
IDUSDT,HID_BEAR,1.5,9.0,16,37.5,42.9,2.681
REDUSDT,HID_BEAR,2.0,4.0,20,30.0,9.14,0.457
MAVUSDT,HID_BEAR,2.0,8.0,18,33.3,35.32,1.962
SPKUSDT,HID_BEAR,2.0,9.0,19,36.8,50.22,2.643
IDUSDT,HID_BEAR,1.5,10.0,16,31.2,37.9,2.369
STEEMUSDT,HID_BEAR,2.0,8.0,17,41.2,44.74,2.632
TRUMPUSDT,HID_BEAR,1.5,8.0,25,36.0,53.7,2.148
REDUSDT,HID_BEAR,2.0,5.0,20,30.0,15.14,0.757
MAVUSDT,HID_BEAR,2.0,9.0,17,29.4,32.34,1.902
IDUSDT,HID_BEAR,2.0,1.5,16,56.2,5.68,0.355
SPKUSDT,HID_BEAR,2.0,10.0,19,31.6,46.22,2.433
STEEMUSDT,HID_BEAR,2.0,9.0,16,37.5,42.77,2.673
REDUSDT,HID_BEAR,2.0,6.0,20,30.0,21.14,1.057
TRUMPUSDT,HID_BEAR,1.5,9.0,25,36.0,62.7,2.508
MAVUSDT,HID_BEAR,2.0,10.0,17,29.4,37.34,2.196
IDUSDT,HID_BEAR,2.0,2.0,16,50.0,7.18,0.448
STEEMUSDT,HID_BEAR,2.0,10.0,16,37.5,48.77,3.048
REDUSDT,HID_BEAR,2.0,7.0,20,30.0,27.14,1.357
IDUSDT,HID_BEAR,2.0,3.0,16,43.8,11.18,0.698
TRUMPUSDT,HID_BEAR,1.5,10.0,25,36.0,71.7,2.868
REDUSDT,HID_BEAR,2.0,8.0,20,30.0,33.14,1.657
IDUSDT,HID_BEAR,2.0,4.0,16,43.8,18.18,1.136
TRUMPUSDT,HID_BEAR,2.0,1.5,25,52.0,5.77,0.231
REDUSDT,HID_BEAR,2.0,9.0,20,30.0,39.14,1.957
IDUSDT,HID_BEAR,2.0,5.0,16,37.5,19.18,1.198
REDUSDT,HID_BEAR,2.0,10.0,20,30.0,45.14,2.257
IDUSDT,HID_BEAR,2.0,6.0,16,37.5,25.18,1.573
TRUMPUSDT,HID_BEAR,2.0,2.0,25,52.0,12.27,0.491
IDUSDT,HID_BEAR,2.0,7.0,16,37.5,31.18,1.948
TRUMPUSDT,HID_BEAR,2.0,3.0,25,44.0,17.27,0.691
IDUSDT,HID_BEAR,2.0,8.0,16,31.2,28.18,1.761
TRUMPUSDT,HID_BEAR,2.0,4.0,25,44.0,28.27,1.131
IDUSDT,HID_BEAR,2.0,9.0,16,31.2,33.18,2.073
IDUSDT,HID_BEAR,2.0,10.0,16,31.2,38.18,2.386
TRUMPUSDT,HID_BEAR,2.0,5.0,25,40.0,33.27,1.331
TRUMPUSDT,HID_BEAR,2.0,6.0,25,40.0,43.27,1.731
TRUMPUSDT,HID_BEAR,2.0,7.0,25,40.0,53.27,2.131
TRUMPUSDT,HID_BEAR,2.0,8.0,24,37.5,55.31,2.305
TRUMPUSDT,HID_BEAR,2.0,9.0,24,33.3,54.31,2.263
TRUMPUSDT,HID_BEAR,2.0,10.0,24,33.3,62.31,2.596
COREUSDT,REG_BEAR,1.0,1.5,12,50.0,2.04,0.17
COREUSDT,REG_BEAR,1.0,4.0,12,33.3,7.04,0.587
COREUSDT,REG_BEAR,1.0,5.0,12,33.3,11.04,0.92
COREUSDT,REG_BEAR,1.0,6.0,12,25.0,8.04,0.67
COREUSDT,REG_BEAR,1.0,7.0,12,25.0,11.04,0.92
COREUSDT,REG_BEAR,1.0,8.0,12,25.0,14.04,1.17
COREUSDT,REG_BEAR,1.0,9.0,12,25.0,17.04,1.42
COREUSDT,REG_BEAR,1.0,10.0,12,25.0,20.04,1.67
COREUSDT,REG_BEAR,1.5,4.0,12,25.0,2.36,0.197
COREUSDT,REG_BEAR,1.5,5.0,12,25.0,5.36,0.447
COREUSDT,REG_BEAR,1.5,6.0,12,25.0,8.36,0.697
COREUSDT,REG_BEAR,1.5,7.0,12,25.0,11.36,0.947
COREUSDT,REG_BEAR,1.5,8.0,12,25.0,14.36,1.197
COREUSDT,REG_BEAR,1.5,9.0,12,25.0,17.36,1.447
COREUSDT,REG_BEAR,1.5,10.0,12,25.0,20.36,1.697
COREUSDT,REG_BEAR,2.0,1.5,12,50.0,2.52,0.21
COREUSDT,REG_BEAR,2.0,2.0,12,50.0,5.52,0.46
COREUSDT,REG_BEAR,2.0,3.0,12,41.7,7.52,0.627
COREUSDT,REG_BEAR,2.0,4.0,12,41.7,12.52,1.043
COREUSDT,REG_BEAR,2.0,5.0,12,41.7,17.52,1.46
VANRYUSDT,REG_BEAR,1.0,4.0,13,30.8,5.84,0.449
COREUSDT,REG_BEAR,2.0,6.0,12,41.7,22.52,1.877
VANRYUSDT,REG_BEAR,1.0,5.0,13,30.8,9.84,0.757
COREUSDT,REG_BEAR,2.0,7.0,12,41.7,27.52,2.293
VANRYUSDT,REG_BEAR,1.0,6.0,13,23.1,6.84,0.526
COREUSDT,REG_BEAR,2.0,8.0,12,41.7,32.52,2.71
VANRYUSDT,REG_BEAR,1.0,7.0,13,23.1,9.84,0.757
HBARUSDT,REG_BEAR,1.0,1.5,10,70.0,6.28,0.628
COREUSDT,REG_BEAR,2.0,9.0,12,41.7,37.52,3.127
CETUSUSDT,REG_BEAR,1.0,5.0,18,22.2,4.42,0.246
VANRYUSDT,REG_BEAR,1.0,8.0,13,23.1,12.84,0.988
HBARUSDT,REG_BEAR,1.0,2.0,10,70.0,9.78,0.978
COREUSDT,REG_BEAR,2.0,10.0,12,41.7,42.52,3.543
HBARUSDT,REG_BEAR,1.0,3.0,10,70.0,16.78,1.678
VANRYUSDT,REG_BEAR,1.0,9.0,13,23.1,15.84,1.218
VANRYUSDT,REG_BEAR,1.0,10.0,13,23.1,18.84,1.449
AKTUSDT,REG_BEAR,1.0,1.5,11,63.6,5.45,0.496
AKTUSDT,REG_BEAR,1.0,2.0,11,63.6,8.95,0.814
AKTUSDT,REG_BEAR,1.0,3.0,11,63.6,15.95,1.45
VANRYUSDT,REG_BEAR,1.5,2.0,13,46.2,4.23,0.325
AKTUSDT,REG_BEAR,1.0,4.0,11,54.5,17.95,1.632
VANRYUSDT,REG_BEAR,1.5,3.0,13,46.2,10.23,0.787
AKTUSDT,REG_BEAR,1.0,5.0,11,45.5,17.95,1.632
HBARUSDT,REG_BEAR,1.5,1.5,10,70.0,6.68,0.668
VANRYUSDT,REG_BEAR,1.5,4.0,13,46.2,16.23,1.248
AKTUSDT,REG_BEAR,1.0,6.0,11,45.5,22.95,2.086
HBARUSDT,REG_BEAR,1.5,2.0,10,70.0,10.18,1.018
AKTUSDT,REG_BEAR,1.0,7.0,11,45.5,27.95,2.541
VANRYUSDT,REG_BEAR,1.5,5.0,13,38.5,16.23,1.248
AKTUSDT,REG_BEAR,1.0,8.0,11,36.4,23.95,2.177
VANRYUSDT,REG_BEAR,1.5,6.0,13,38.5,21.23,1.633
AKTUSDT,REG_BEAR,1.0,9.0,11,36.4,27.95,2.541
VANRYUSDT,REG_BEAR,1.5,7.0,13,38.5,26.23,2.017
AKTUSDT,REG_BEAR,1.0,10.0,11,36.4,31.95,2.905
AKTUSDT,REG_BEAR,1.5,1.5,11,63.6,5.8,0.527
VANRYUSDT,REG_BEAR,1.5,8.0,13,38.5,31.23,2.402
AKTUSDT,REG_BEAR,1.5,2.0,11,63.6,9.3,0.846
VANRYUSDT,REG_BEAR,1.5,9.0,13,38.5,36.23,2.787
AKTUSDT,REG_BEAR,1.5,3.0,11,45.5,8.3,0.755
GIGAUSDT,HID_BEAR,1.0,5.0,20,20.0,2.41,0.12
COREUSDT,HID_BULL,2.0,5.0,10,20.0,1.5,0.15
HBARUSDT,REG_BEAR,2.0,1.5,10,70.0,6.89,0.689
VANRYUSDT,REG_BEAR,1.5,10.0,13,38.5,41.23,3.171
AKTUSDT,REG_BEAR,1.5,4.0,11,45.5,13.3,1.209
COREUSDT,HID_BULL,2.0,6.0,10,20.0,3.5,0.35
GIGAUSDT,HID_BEAR,1.0,6.0,20,20.0,6.41,0.32
AKTUSDT,REG_BEAR,1.5,5.0,11,36.4,12.3,1.118
VANRYUSDT,REG_BEAR,2.0,1.5,13,46.2,1.42,0.109
COREUSDT,HID_BULL,2.0,7.0,10,20.0,5.5,0.55
COREUSDT,HID_BULL,2.0,8.0,10,20.0,7.5,0.75
AKTUSDT,REG_BEAR,1.5,6.0,11,36.4,16.3,1.482
VANRYUSDT,REG_BEAR,2.0,2.0,13,46.2,4.42,0.34
GIGAUSDT,HID_BEAR,1.0,7.0,20,20.0,10.41,0.52
AKTUSDT,REG_BEAR,1.5,7.0,11,36.4,20.3,1.846
VANRYUSDT,REG_BEAR,2.0,3.0,13,46.2,10.42,0.801
GIGAUSDT,HID_BEAR,1.0,8.0,20,20.0,14.41,0.72
AKTUSDT,REG_BEAR,1.5,8.0,11,36.4,24.3,2.209
VANRYUSDT,REG_BEAR,2.0,4.0,13,38.5,11.42,0.878
COREUSDT,HID_BEAR,1.0,1.5,23,52.2,5.06,0.22
AKTUSDT,REG_BEAR,1.5,9.0,11,36.4,28.3,2.573
GIGAUSDT,HID_BEAR,1.0,9.0,20,20.0,18.41,0.92
VANRYUSDT,REG_BEAR,2.0,5.0,13,38.5,16.42,1.263
AKTUSDT,REG_BEAR,1.5,10.0,11,36.4,32.3,2.936
VANRYUSDT,REG_BEAR,2.0,6.0,13,38.5,21.42,1.648
AKTUSDT,REG_BEAR,2.0,1.5,11,63.6,5.98,0.543
COREUSDT,HID_BEAR,1.0,2.0,23,43.5,5.06,0.22
GIGAUSDT,HID_BEAR,1.0,10.0,20,20.0,22.41,1.12
AKTUSDT,REG_BEAR,2.0,2.0,11,63.6,9.48,0.861
VANRYUSDT,REG_BEAR,2.0,7.0,13,38.5,26.42,2.032
AKTUSDT,REG_BEAR,2.0,3.0,11,54.5,12.48,1.134
VANRYUSDT,REG_BEAR,2.0,8.0,13,38.5,31.42,2.417
AKTUSDT,REG_BEAR,2.0,4.0,11,45.5,13.48,1.225
CETUSUSDT,REG_BEAR,2.0,1.5,18,66.7,11.21,0.623
VANRYUSDT,REG_BEAR,2.0,9.0,13,38.5,36.42,2.801
AKTUSDT,REG_BEAR,2.0,5.0,11,45.5,18.48,1.68
VANRYUSDT,REG_BEAR,2.0,10.0,13,38.5,41.42,3.186
CETUSUSDT,REG_BEAR,2.0,2.0,18,50.0,8.21,0.456
