symbol,divergence_type,rr,total_trades,wins,losses,win_rate,total_r,avg_r,sharpe_ratio,sortino_ratio,max_drawdown_r,max_drawdown_pct,max_consecutive_losses,profit_factor,p1_trades,p1_wins,p1_r,p2_trades,p2_wins,p2_r,p3_trades,p3_wins,p3_r,periods_profitable,mc_mean_r,mc_median_r,mc_std_r,mc_ci_lower,mc_ci_upper,mc_profitable_pct,mc_worst_case_r,mc_best_case_r,passes_min_trades,passes_win_rate,passes_profitability,passes_sharpe,passes_drawdown,passes_walk_forward,passes_monte_carlo,passes_all,avg_trade_duration,best_month_r,worst_month_r
1000000BABYDOGEUSDT,REG_BULL,3.0,20,8,12,40.0,10.29,0.514,0.85,79.75,7.5550000000000015,42.3,7,1.79,6,3,5.51,9,5,10.12,5,0,-5.35,2,10.29,10.29,0.0,10.29,10.29,100.0,10.29,10.29,True,True,True,True,True,True,True,True,8.0,0.0,0.0
1000000BABYDOGEUSDT,REG_BULL,4.0,20,6,14,30.0,8.29,0.414,0.59,68.92,7.5550000000000015,47.7,7,1.55,6,2,3.51,9,4,10.12,5,0,-5.35,2,8.29,8.29,0.0,8.29,8.29,100.0,8.29,8.29,True,True,True,True,True,True,True,True,13.7,0.0,0.0
1000000CHEEMSUSDT,HID_BULL,7.0,57,12,45,21.052631578947366,32.88,0.577,0.57,44.66,22.14,45.9,20,1.66,19,2,-5.0,17,4,12.58,21,6,25.3,2,32.88,32.88,0.0,32.88,32.88,100.0,32.88,32.88,True,True,True,True,True,True,True,True,13.8,0.0,0.0
1000000CHEEMSUSDT,HID_BULL,8.0,57,12,45,21.052631578947366,44.88,0.787,0.69,60.96,22.14,36.8,20,1.9,19,2,-3.0,17,4,16.58,21,6,31.3,2,44.88,44.88,0.0,44.88,44.88,100.0,44.88,44.88,True,True,True,True,True,True,True,True,15.4,0.0,0.0
1000000CHEEMSUSDT,HID_BULL,9.0,57,12,45,21.052631578947366,56.88,0.998,0.79,77.26,22.14,30.6,20,2.14,19,2,-1.0,17,4,20.58,21,6,37.3,2,56.88,56.88,0.0,56.88,56.88,100.0,56.88,56.88,True,True,True,True,True,True,True,True,15.6,0.0,0.0
1000000CHEEMSUSDT,HID_BULL,10.0,57,11,46,19.298245614035086,57.88,1.015,0.76,76.71,22.140000000000004,29.8,20,2.14,19,2,1.0,17,4,24.58,21,5,32.3,3,57.88,57.88,0.0,57.88,57.88,100.0,57.88,57.88,True,True,True,True,True,True,True,True,17.4,0.0,0.0
10000ELONUSDT,REG_BEAR,6.0,44,10,34,22.727272727272727,21.65,0.492,0.54,41.31,15.529999999999994,41.8,14,1.58,7,4,20.14,9,0,-9.98,28,6,11.5,2,21.65,21.65,0.0,21.65,21.65,100.0,21.65,21.65,True,True,True,True,True,True,True,True,13.8,0.0,0.0
10000ELONUSDT,REG_BEAR,7.0,44,10,34,22.727272727272727,31.65,0.719,0.69,60.38,15.530000000000012,32.9,14,1.85,7,4,24.14,9,0,-9.98,28,6,17.5,2,31.65,31.65,0.0,31.65,31.65,100.0,31.65,31.65,True,True,True,True,True,True,True,True,16.9,0.0,0.0
10000ELONUSDT,REG_BEAR,8.0,44,10,34,22.727272727272727,41.65,0.947,0.81,79.46,15.530000000000008,27.2,14,2.11,7,4,28.14,9,0,-9.98,28,6,23.5,2,41.65,41.65,0.0,41.65,41.65,100.0,41.65,41.65,True,True,True,True,True,True,True,True,18.3,0.0,0.0
10000ELONUSDT,REG_BEAR,9.0,44,9,35,20.454545454545457,42.15,0.958,0.77,32.7,16.10800000000001,27.6,15,2.11,7,4,32.14,9,0,-9.98,28,5,20.0,2,42.15,42.15,0.0,42.15,42.15,100.0,42.15,42.15,True,True,True,True,True,True,True,True,23.0,0.0,0.0
10000ELONUSDT,REG_BEAR,10.0,44,8,36,18.181818181818183,40.65,0.924,0.71,24.06,19.902000000000008,32.9,19,2.05,7,4,36.14,9,0,-9.98,28,4,14.5,2,40.65,40.65,0.0,40.65,40.65,100.0,40.65,40.65,True,True,True,True,True,True,True,True,27.7,0.0,0.0
1000BONKUSDT,HID_BULL,5.0,46,11,35,23.91304347826087,17.87,0.388,0.49,10.1,8.384999999999994,31.9,8,1.49,23,5,5.9,14,5,14.95,9,1,-2.98,2,17.87,17.87,0.0,17.87,17.87,100.0,17.87,17.87,True,True,True,True,True,True,True,True,7.0,0.0,0.0
1000BONKUSDT,HID_BULL,6.0,46,11,35,23.91304347826087,28.87,0.628,0.68,16.32,8.306999999999999,22.9,8,1.79,23,5,10.9,14,5,19.95,9,1,-1.98,2,28.87,28.87,0.0,28.87,28.87,100.0,28.87,28.87,True,True,True,True,True,True,True,True,7.7,0.0,0.0
1000BONKUSDT,HID_BULL,7.0,46,11,35,23.91304347826087,39.87,0.867,0.83,22.54,8.307,17.8,8,2.1,23,5,15.9,14,5,24.95,9,1,-0.98,2,39.87,39.87,0.0,39.87,39.87,100.0,39.87,39.87,True,True,True,True,True,True,True,True,9.8,0.0,0.0
1000BONKUSDT,HID_BULL,8.0,46,11,35,23.91304347826087,50.87,1.106,0.94,28.75,8.306999999999999,14.4,8,2.4,23,5,20.9,14,5,29.95,9,1,0.02,3,50.87,50.87,0.0,50.87,50.87,100.0,50.87,50.87,True,True,True,True,True,True,True,True,11.1,0.0,0.0
1000BONKUSDT,HID_BULL,9.0,46,10,36,21.73913043478261,51.87,1.128,0.89,29.38,14.385000000000026,21.7,14,2.38,23,5,25.9,14,5,34.95,9,0,-8.98,2,51.87,51.87,0.0,51.87,51.87,100.0,51.87,51.87,True,True,True,True,True,True,True,True,13.5,0.0,0.0
1000NEIROCTOUSDT,REG_BEAR,8.0,39,7,32,17.94871794871795,21.89,0.561,0.53,13.13,12.580000000000002,47.6,12,1.65,8,3,18.49,12,1,-3.58,19,3,6.97,2,21.89,21.89,0.0,21.89,21.89,100.0,21.89,21.89,True,True,True,True,True,True,True,True,26.6,0.0,0.0
1000NEIROCTOUSDT,REG_BEAR,9.0,39,7,32,17.94871794871795,28.89,0.741,0.63,17.33,12.580000000000002,37.7,12,1.86,8,3,21.49,12,1,-2.58,19,3,9.97,2,28.89,28.89,0.0,28.89,28.89,100.0,28.89,28.89,True,True,True,True,True,True,True,True,28.3,0.0,0.0
1000PEPEUSDT,REG_BEAR,3.0,32,16,16,50.0,29.03,0.907,1.47,105.93,5.4999999999999964,17.6,5,2.66,8,2,-0.59,8,6,15.14,16,8,14.48,2,29.03,29.03,0.0,29.03,29.03,100.0,29.03,29.03,True,True,True,True,True,True,True,True,9.7,0.0,0.0
1000PEPEUSDT,REG_BEAR,4.0,32,13,19,40.625,30.03,0.938,1.24,101.33,5.4999999999999964,17.0,5,2.44,8,1,-3.59,8,4,11.14,16,8,22.48,2,30.03,30.03,0.0,30.03,30.03,100.0,30.03,30.03,True,True,True,True,True,True,True,True,18.2,0.0,0.0
1000PEPEUSDT,REG_BEAR,5.0,32,11,21,34.375,31.03,0.97,1.1,104.08,7.4879999999999995,22.5,8,2.35,8,0,-8.59,8,3,9.14,16,8,30.48,2,31.03,31.03,0.0,31.03,31.03,100.0,31.03,31.03,True,True,True,True,True,True,True,True,25.8,0.0,0.0
1000PEPEUSDT,REG_BEAR,6.0,32,7,25,21.875,14.03,0.438,0.49,50.71,7.689999999999998,37.9,8,1.51,8,0,-8.59,8,2,5.14,16,5,17.48,2,14.03,14.03,0.0,14.03,14.03,100.0,14.03,14.03,True,True,True,True,True,True,True,True,29.8,0.0,0.0
1000TAGUSDT,HID_BULL,3.0,27,10,17,37.03703703703704,11.76,0.436,0.73,88.11,5.327,38.3,5,1.66,11,4,4.63,7,2,0.73,9,4,6.39,3,11.76,11.76,0.0,11.75,11.76,100.0,11.75,11.76,True,True,True,True,True,True,True,True,6.2,0.0,0.0
1000TAGUSDT,HID_BULL,4.0,27,9,18,33.33333333333333,16.76,0.621,0.85,125.52,6.215,32.9,6,1.89,11,3,3.63,7,2,2.73,9,4,10.39,3,16.75,16.76,0.0,16.75,16.76,100.0,16.75,16.76,True,True,True,True,True,True,True,True,10.1,0.0,0.0
1000TAGUSDT,HID_BULL,5.0,27,9,18,33.33333333333333,25.75,0.954,1.09,192.94,6.215,22.3,6,2.37,11,3,6.63,7,2,4.73,9,4,14.39,3,25.75,25.76,0.0,25.75,25.76,100.0,25.75,25.76,True,True,True,True,True,True,True,True,13.8,0.0,0.0
1000TAGUSDT,HID_BULL,6.0,27,7,20,25.925925925925924,21.26,0.787,0.83,21.94,6.215,26.6,6,2.04,11,2,3.13,7,2,6.73,9,3,11.39,3,21.25,21.26,0.0,21.25,21.26,100.0,21.25,21.26,True,True,True,True,True,True,True,True,23.1,0.0,0.0
1000TAGUSDT,HID_BEAR,5.0,50,13,37,26.0,24.89,0.498,0.61,19.34,15.86899999999999,49.6,15,1.63,14,6,21.07,21,3,-4.49,15,4,8.32,2,24.89,24.89,0.0,24.89,24.89,100.0,24.89,24.89,True,True,True,True,True,True,True,True,9.2,0.0,0.0
1000TAGUSDT,HID_BEAR,6.0,50,13,37,26.0,37.89,0.758,0.8,29.44,15.868999999999996,35.3,15,1.97,14,6,27.07,21,3,-1.49,15,4,12.32,2,37.89,37.89,0.0,37.89,37.89,100.0,37.89,37.89,True,True,True,True,True,True,True,True,12.2,0.0,0.0
1000TAGUSDT,HID_BEAR,7.0,50,11,39,22.0,35.89,0.718,0.71,16.62,15.868999999999993,36.9,15,1.89,14,4,18.07,21,3,1.51,15,4,16.32,3,35.89,35.89,0.0,35.89,35.89,100.0,35.89,35.89,True,True,True,True,True,True,True,True,17.6,0.0,0.0
1000TAGUSDT,HID_BEAR,8.0,50,11,39,22.0,46.89,0.938,0.82,21.71,15.868999999999996,29.4,15,2.16,14,4,22.07,21,3,4.51,15,4,20.32,3,46.89,46.89,0.0,46.89,46.89,100.0,46.89,46.89,True,True,True,True,True,True,True,True,18.1,0.0,0.0
1000TAGUSDT,HID_BEAR,9.0,50,10,40,20.0,48.39,0.968,0.79,20.08,15.868999999999996,28.6,15,2.18,14,3,16.57,21,3,7.51,15,4,24.32,3,48.39,48.39,0.0,48.39,48.39,100.0,48.39,48.39,True,True,True,True,True,True,True,True,20.4,0.0,0.0
1000TAGUSDT,HID_BEAR,10.0,50,10,40,20.0,58.39,1.168,0.86,24.23,15.869000000000007,24.2,15,2.43,14,3,19.57,21,3,10.51,15,4,28.31,3,58.39,58.39,0.0,58.39,58.39,100.0,58.39,58.39,True,True,True,True,True,True,True,True,20.4,0.0,0.0
1000TOSHIUSDT,REG_BEAR,3.0,36,14,22,38.88888888888889,17.37,0.483,0.8,73.53,9.624999999999998,49.3,9,1.73,9,5,10.29,10,3,1.32,17,6,5.77,3,17.37,17.37,0.0,17.37,17.37,100.0,17.37,17.37,True,True,True,True,True,True,True,True,9.2,0.0,0.0
1000TOSHIUSDT,REG_BEAR,4.0,36,11,25,30.555555555555557,16.37,0.455,0.64,67.5,9.625000000000005,38.6,9,1.61,9,5,15.29,10,3,4.32,17,3,-3.23,2,16.37,16.37,0.0,16.37,16.37,100.0,16.37,16.37,True,True,True,True,True,True,True,True,13.1,0.0,0.0
1000TOSHIUSDT,REG_BEAR,5.0,36,10,26,27.77777777777778,21.37,0.594,0.72,89.47,9.625000000000004,32.2,9,1.77,9,4,14.29,10,3,7.32,17,3,-0.23,2,21.37,21.37,0.0,21.37,21.37,100.0,21.37,21.37,True,True,True,True,True,True,True,True,21.3,0.0,0.0
1000TOSHIUSDT,REG_BEAR,6.0,36,10,26,27.77777777777778,31.37,0.871,0.9,131.33,9.625,24.1,9,2.12,9,4,18.29,10,3,10.32,17,3,2.77,3,31.37,31.37,0.0,31.37,31.37,100.0,31.37,31.37,True,True,True,True,True,True,True,True,24.4,0.0,0.0
1000TOSHIUSDT,REG_BEAR,7.0,36,10,26,27.77777777777778,41.37,1.149,1.04,173.19,9.624999999999993,19.3,9,2.48,9,4,22.29,10,3,13.32,17,3,5.77,3,41.37,41.37,0.0,41.37,41.37,100.0,41.37,41.37,True,True,True,True,True,True,True,True,27.0,0.0,0.0
1000TOSHIUSDT,REG_BEAR,8.0,36,9,27,25.0,42.37,1.177,0.98,179.72,9.624999999999996,18.9,9,2.46,9,3,17.29,10,3,16.32,17,3,8.77,3,42.37,42.37,0.0,42.37,42.37,100.0,42.37,42.37,True,True,True,True,True,True,True,True,29.6,0.0,0.0
1000TOSHIUSDT,REG_BEAR,9.0,36,9,27,25.0,51.37,1.427,1.07,217.89,9.624999999999993,16.1,9,2.77,9,3,20.29,10,3,19.32,17,3,11.77,3,51.37,51.37,0.0,51.37,51.37,100.0,51.37,51.37,True,True,True,True,True,True,True,True,31.1,0.0,0.0
1000TOSHIUSDT,REG_BEAR,10.0,36,8,28,22.22222222222222,49.87,1.385,0.98,46.45,10.188999999999993,17.5,10,2.69,9,3,23.29,10,2,11.82,17,3,14.77,3,49.87,49.87,0.0,49.87,49.87,100.0,49.87,49.87,True,True,True,True,True,True,True,True,33.8,0.0,0.0
1000TURBOUSDT,HID_BULL,3.0,24,9,15,37.5,10.18,0.424,0.71,92.36,5.3370000000000015,34.4,5,1.63,9,4,6.42,14,5,4.84,1,0,-1.07,2,10.19,10.18,0.0,10.18,10.19,100.0,10.18,10.19,True,True,True,True,True,True,True,True,6.6,0.0,0.0
1000TURBOUSDT,HID_BULL,4.0,24,9,15,37.5,19.19,0.8,1.07,173.97,5.337,21.8,5,2.19,9,4,10.42,14,5,9.84,1,0,-1.07,2,19.19,19.19,0.0,19.18,19.19,100.0,19.18,19.19,True,True,True,True,True,True,True,True,11.0,0.0,0.0
1000TURBOUSDT,HID_BULL,5.0,24,8,16,33.33333333333333,22.18,0.924,1.06,194.18,5.337,19.4,5,2.29,9,3,8.42,14,5,14.84,1,0,-1.07,2,22.18,22.18,0.0,22.18,22.19,100.0,22.18,22.19,True,True,True,True,True,True,True,True,12.4,0.0,0.0
1000TURBOUSDT,HID_BULL,6.0,24,7,17,29.166666666666668,23.18,0.966,0.99,205.98,6.381000000000001,22.4,6,2.27,9,2,4.42,14,5,19.84,1,0,-1.07,2,23.18,23.18,0.0,23.18,23.19,100.0,23.18,23.19,True,True,True,True,True,True,True,True,13.6,0.0,0.0
1000TURBOUSDT,HID_BULL,9.0,24,5,19,20.833333333333336,24.18,1.008,0.81,224.44,11.741,39.8,11,2.19,9,1,0.42,14,4,24.84,1,0,-1.07,2,24.18,24.18,0.0,24.18,24.19,100.0,24.18,24.19,True,True,True,True,True,True,True,True,26.9,0.0,0.0
1000TURBOUSDT,HID_BULL,10.0,24,4,20,16.666666666666664,18.19,0.758,0.6,171.81,11.741,45.7,11,1.85,9,1,1.42,14,3,17.84,1,0,-1.07,2,18.18,18.18,0.0,18.18,18.19,100.0,18.18,18.19,True,True,True,True,True,True,True,True,32.1,0.0,0.0
1000XUSDT,HID_BEAR,3.0,63,27,36,42.857142857142854,38.9,0.617,1.01,51.81,8.789000000000001,21.4,8,1.98,17,9,17.68,17,6,4.83,29,12,16.39,3,38.9,38.9,0.0,38.9,38.9,100.0,38.9,38.9,True,True,True,True,True,True,True,True,11.4,0.0,0.0
1000XUSDT,HID_BEAR,4.0,63,21,42,33.33333333333333,35.9,0.57,0.78,48.41,9.975,25.4,9,1.77,17,7,16.68,17,4,0.83,29,10,18.39,3,35.9,35.9,0.0,35.9,35.9,100.0,35.9,35.9,True,True,True,True,True,True,True,True,17.2,0.0,0.0
1000XUSDT,HID_BEAR,5.0,63,19,44,30.158730158730158,44.9,0.713,0.84,59.94,10.947000000000003,22.2,10,1.92,17,7,23.68,17,4,4.83,29,8,16.39,3,44.9,44.9,0.0,44.9,44.9,100.0,44.9,44.9,True,True,True,True,True,True,True,True,21.5,0.0,0.0
1000XUSDT,HID_BEAR,6.0,63,17,46,26.984126984126984,50.4,0.8,0.83,29.89,14.830000000000005,27.6,12,2.0,17,7,30.68,17,3,2.33,29,7,17.39,3,50.4,50.4,0.0,50.4,50.4,100.0,50.4,50.4,True,True,True,True,True,True,True,True,24.1,0.0,0.0
1000XUSDT,HID_BEAR,7.0,63,14,49,22.22222222222222,43.4,0.689,0.67,26.44,16.489000000000004,27.5,15,1.81,17,6,29.68,17,3,5.33,29,5,8.39,3,43.4,43.4,0.0,43.4,43.4,100.0,43.4,43.4,True,True,True,True,True,True,True,True,24.9,0.0,0.0
1000XUSDT,HID_BEAR,8.0,63,12,51,19.047619047619047,39.4,0.625,0.57,24.49,16.489000000000004,29.5,15,1.71,17,4,17.68,17,3,8.33,29,5,13.39,3,39.4,39.4,0.0,39.4,39.4,100.0,39.4,39.4,True,True,True,True,True,True,True,True,31.8,0.0,0.0
1INCHUSDT,REG_BEAR,8.0,33,6,27,18.181818181818183,17.61,0.534,0.5,51.94,10.713999999999997,49.6,9,1.59,6,2,11.35,5,1,3.44,22,3,2.82,3,17.61,17.61,0.0,17.61,17.61,100.0,17.61,17.61,True,True,True,True,True,True,True,True,16.8,0.0,0.0
1INCHUSDT,REG_BEAR,9.0,33,6,27,18.181818181818183,23.61,0.715,0.6,69.64,9.939999999999998,38.8,9,1.79,6,2,13.35,5,1,4.44,22,3,5.82,3,23.61,23.61,0.0,23.61,23.61,100.0,23.61,23.61,True,True,True,True,True,True,True,True,17.7,0.0,0.0
1INCHUSDT,REG_BEAR,10.0,33,5,28,15.151515151515152,19.11,0.579,0.48,18.15,9.939999999999998,49.1,9,1.63,6,1,4.85,5,1,5.44,22,3,8.82,3,19.11,19.11,0.0,19.11,19.11,100.0,19.11,19.11,True,True,True,True,True,True,True,True,18.5,0.0,0.0
A2ZUSDT,REG_BEAR,3.0,34,15,19,44.11764705882353,23.3,0.685,1.11,69.93,9.132,37.4,7,2.13,8,5,11.5,21,6,1.22,5,4,10.58,3,23.3,23.3,0.0,23.3,23.3,100.0,23.3,23.3,True,True,True,True,True,True,True,True,16.1,0.0,0.0
AAVEUSDT,REG_BULL,6.0,32,7,25,21.875,13.85,0.433,0.49,49.63,10.911000000000005,44.6,10,1.51,22,6,18.01,4,0,-4.46,6,1,0.3,2,13.85,13.85,0.0,13.85,13.85,100.0,13.85,13.85,True,True,True,True,True,True,True,True,7.7,0.0,0.0
AAVEUSDT,REG_BULL,7.0,32,7,25,21.875,20.85,0.652,0.64,74.71,10.911000000000005,35.8,10,1.76,22,6,24.01,4,0,-4.46,6,1,1.3,2,20.85,20.85,0.0,20.85,20.85,100.0,20.85,20.85,True,True,True,True,True,True,True,True,8.2,0.0,0.0
AAVEUSDT,REG_BULL,8.0,32,6,26,18.75,18.85,0.589,0.55,66.98,10.911000000000005,39.7,10,1.66,22,5,21.01,4,0,-4.46,6,1,2.3,2,18.85,18.85,0.0,18.85,18.85,100.0,18.85,18.85,True,True,True,True,True,True,True,True,13.8,0.0,0.0
AAVEUSDT,REG_BULL,9.0,32,6,26,18.75,24.85,0.777,0.65,88.31,10.911000000000005,33.6,10,1.88,22,5,26.01,4,0,-4.46,6,1,3.3,2,24.85,24.85,0.0,24.85,24.85,100.0,24.85,24.85,True,True,True,True,True,True,True,True,17.5,0.0,0.0
ACEUSDT,HID_BULL,3.0,50,21,29,42.0,29.68,0.594,0.98,67.74,8.947,26.1,7,1.95,25,13,25.14,13,4,1.68,12,4,2.86,3,29.68,29.68,0.0,29.68,29.68,100.0,29.68,29.68,True,True,True,True,True,True,True,True,5.9,0.0,0.0
ACEUSDT,HID_BULL,4.0,50,17,33,34.0,30.68,0.614,0.84,70.28,12.946999999999992,35.4,12,1.86,25,11,28.14,13,3,0.68,12,3,1.86,3,30.68,30.68,0.0,30.68,30.68,100.0,30.68,30.68,True,True,True,True,True,True,True,True,7.7,0.0,0.0
ACEUSDT,HID_BULL,8.0,50,10,40,20.0,35.68,0.714,0.64,77.88,19.282000000000007,41.4,18,1.82,25,5,18.14,13,3,12.68,12,2,4.86,3,35.68,35.68,0.0,35.68,35.68,100.0,35.68,35.68,True,True,True,True,True,True,True,True,10.0,0.0,0.0
ACEUSDT,HID_BULL,9.0,50,10,40,20.0,45.68,0.914,0.74,99.71,19.282,34.1,18,2.05,25,5,23.14,13,3,15.68,12,2,6.86,3,45.68,45.68,0.0,45.68,45.68,100.0,45.68,45.68,True,True,True,True,True,True,True,True,10.2,0.0,0.0
ACEUSDT,HID_BULL,10.0,50,9,41,18.0,44.68,0.894,0.69,96.36,19.281999999999986,34.0,18,2.0,25,5,28.14,13,3,18.68,12,1,-2.14,2,44.68,44.68,0.0,44.68,44.68,100.0,44.68,44.68,True,True,True,True,True,True,True,True,10.3,0.0,0.0
ACTUSDT,REG_BEAR,4.0,33,10,23,30.303030303030305,14.09,0.427,0.6,45.21,6.443,31.4,6,1.56,13,4,5.59,9,2,0.13,11,4,8.37,3,14.09,14.09,0.0,14.09,14.09,100.0,14.09,14.09,True,True,True,True,True,True,True,True,7.3,0.0,0.0
ACTUSDT,HID_BULL,3.0,68,25,43,36.76470588235294,27.03,0.398,0.67,42.4,8.706999999999997,27.9,8,1.59,24,8,5.83,11,3,0.02,33,14,21.18,3,27.03,27.03,0.0,27.03,27.03,100.0,27.03,27.03,True,True,True,True,True,True,True,True,3.8,0.0,0.0
ACXUSDT,REG_BULL,3.0,15,8,7,53.333333333333336,15.42,1.028,1.66,96.01,4.417,22.3,4,2.98,2,0,-2.26,5,4,10.39,8,4,7.29,2,15.42,15.42,0.0,15.42,15.42,100.0,15.42,15.42,True,True,True,True,True,True,True,True,4.9,0.0,0.0
ACXUSDT,REG_BULL,4.0,15,6,9,40.0,13.42,0.895,1.18,94.05,4.417,24.8,4,2.34,2,0,-2.26,5,2,4.39,8,4,11.29,2,13.42,13.42,0.0,13.42,13.42,100.0,13.42,13.42,True,True,True,True,True,True,True,True,7.9,0.0,0.0
ACXUSDT,REG_BULL,5.0,15,5,10,33.33333333333333,13.42,0.895,1.02,98.78,4.476,25.1,4,2.2,2,0,-2.26,5,1,0.39,8,4,15.29,2,13.42,13.42,0.0,13.42,13.42,100.0,13.42,13.42,True,True,True,True,True,True,True,True,12.4,0.0,0.0
ACXUSDT,REG_BULL,6.0,15,4,11,26.666666666666668,11.42,0.761,0.79,81.09,5.491,32.5,5,1.93,2,0,-2.26,5,1,1.39,8,3,12.29,2,11.42,11.42,0.0,11.42,11.42,100.0,11.42,11.42,True,True,True,True,True,True,True,True,16.9,0.0,0.0
ACXUSDT,REG_BEAR,4.0,21,6,15,28.57142857142857,7.23,0.344,0.49,39.78,6.563999999999999,47.6,7,1.44,3,0,-3.2,7,3,7.38,11,3,3.05,2,7.23,7.23,0.0,7.23,7.23,100.0,7.23,7.23,True,True,True,True,True,True,True,True,11.1,0.0,0.0
AERGOUSDT,REG_BEAR,6.0,34,8,26,23.52941176470588,17.58,0.517,0.57,36.3,16.54600000000001,48.5,15,1.6,12,5,21.42,9,3,10.42,13,0,-14.26,2,17.58,17.58,0.0,17.58,17.59,100.0,17.58,17.59,True,True,True,True,True,True,True,True,20.4,0.0,0.0
AERGOUSDT,REG_BEAR,7.0,34,8,26,23.52941176470588,25.58,0.752,0.72,52.82,16.546,39.3,15,1.88,12,5,26.42,9,3,13.42,13,0,-14.26,2,25.58,25.58,0.0,25.58,25.59,100.0,25.58,25.59,True,True,True,True,True,True,True,True,20.5,0.0,0.0
AERGOUSDT,REG_BEAR,8.0,34,7,27,20.588235294117645,25.08,0.738,0.66,21.95,20.703,45.2,19,1.84,12,5,31.42,9,2,7.93,13,0,-14.26,2,25.08,25.08,0.0,25.08,25.09,100.0,25.08,25.09,True,True,True,True,True,True,True,True,25.5,0.0,0.0
AERGOUSDT,REG_BEAR,9.0,34,7,27,20.588235294117645,32.08,0.944,0.76,28.07,20.703000000000003,39.2,19,2.08,12,5,36.42,9,2,9.93,13,0,-14.26,2,32.08,32.08,0.0,32.08,32.09,100.0,32.08,32.09,True,True,True,True,True,True,True,True,28.2,0.0,0.0
AERGOUSDT,REG_BEAR,10.0,34,7,27,20.588235294117645,39.08,1.149,0.84,34.19,20.703000000000003,34.6,19,2.32,12,5,41.42,9,2,11.92,13,0,-14.26,2,39.08,39.08,0.0,39.08,39.09,100.0,39.08,39.09,True,True,True,True,True,True,True,True,28.6,0.0,0.0
AEVOUSDT,REG_BEAR,3.0,45,18,27,40.0,23.14,0.514,0.85,77.32,7.521999999999997,31.0,7,1.79,7,1,-3.57,9,4,6.15,29,13,20.55,2,23.13,23.14,0.0,23.13,23.14,100.0,23.13,23.14,True,True,True,True,True,True,True,True,7.6,0.0,0.0
AGLDUSDT,REG_BULL,3.0,19,8,11,42.10526315789473,11.08,0.583,0.96,49.53,9.939999999999996,47.3,9,1.91,5,4,10.52,8,4,7.08,6,0,-6.51,2,11.08,11.08,0.0,11.08,11.08,100.0,11.08,11.08,True,True,True,True,True,True,True,True,8.3,0.0,0.0
AGLDUSDT,REG_BULL,4.0,19,7,12,36.84210526315789,14.08,0.741,0.99,65.56,12.152,46.3,11,2.06,5,4,14.52,8,3,6.08,6,0,-6.51,2,14.08,14.08,0.0,14.08,14.08,100.0,14.08,14.08,True,True,True,True,True,True,True,True,10.6,0.0,0.0
AINUSDT,HID_BEAR,8.0,50,10,40,20.0,37.41,0.748,0.67,28.18,24.042999999999996,46.0,23,1.89,16,6,37.01,10,0,-10.25,24,4,10.66,2,37.41,37.41,0.0,37.41,37.41,100.0,37.41,37.41,True,True,True,True,True,True,True,True,31.5,0.0,0.0
AINUSDT,HID_BEAR,9.0,50,10,40,20.0,47.41,0.948,0.77,35.71,24.043000000000003,38.6,23,2.13,16,6,43.01,10,0,-10.25,24,4,14.66,2,47.41,47.41,0.0,47.41,47.41,100.0,47.41,47.41,True,True,True,True,True,True,True,True,32.6,0.0,0.0
AINUSDT,HID_BEAR,10.0,50,9,41,18.0,46.91,0.938,0.72,26.59,24.043,38.9,23,2.1,16,5,38.51,10,0,-10.25,24,4,18.66,2,46.91,46.91,0.0,46.91,46.91,100.0,46.91,46.91,True,True,True,True,True,True,True,True,36.3,0.0,0.0
AIOZUSDT,HID_BULL,7.0,38,8,30,21.052631578947366,23.3,0.613,0.61,82.06,12.686,41.2,12,1.73,21,3,1.66,4,0,-4.4,13,5,26.04,2,23.3,23.3,0.0,23.3,23.3,100.0,23.3,23.3,True,True,True,True,True,True,True,True,5.1,0.0,0.0
AIOZUSDT,HID_BULL,8.0,38,7,31,18.421052631578945,22.3,0.587,0.55,79.31,12.686,41.1,12,1.67,21,3,4.66,4,0,-4.4,13,4,22.04,2,22.3,22.3,0.0,22.3,22.3,100.0,22.3,22.3,True,True,True,True,True,True,True,True,5.6,0.0,0.0
AIXBTUSDT,REG_BEAR,10.0,42,6,36,14.285714285714285,21.33,0.508,0.43,16.68,16.360999999999997,44.3,15,1.56,11,4,32.28,14,0,-15.26,17,2,4.32,2,21.33,21.33,0.0,21.33,21.33,100.0,21.33,21.33,True,True,True,True,True,True,True,True,23.8,0.0,0.0
AIXBTUSDT,HID_BULL,4.0,39,11,28,28.205128205128204,14.19,0.364,0.53,11.97,7.531000000000001,42.2,7,1.49,12,4,7.29,11,3,3.07,16,4,3.83,3,14.19,14.19,0.0,14.19,14.19,100.0,14.19,14.19,True,True,True,True,True,True,True,True,6.4,0.0,0.0
AIXBTUSDT,HID_BULL,5.0,39,10,29,25.64102564102564,19.19,0.492,0.61,16.43,9.675000000000002,42.3,9,1.64,12,4,11.29,11,2,0.07,16,4,7.83,3,19.19,19.19,0.0,19.19,19.19,100.0,19.19,19.19,True,True,True,True,True,True,True,True,8.3,0.0,0.0
AIXBTUSDT,HID_BULL,7.0,39,7,32,17.94871794871795,15.19,0.389,0.41,13.62,11.05,48.2,9,1.46,12,3,11.29,11,2,4.08,16,2,-0.17,2,15.19,15.19,0.0,15.19,15.19,100.0,15.19,15.19,True,True,True,True,True,True,True,True,14.9,0.0,0.0
