symbol,type,side,r,exit,max_r,bars,timestamp
LUNA2USDT,hidden_bearish,short,1.2000000000000277,trailed,5.000000000000035,2,2025-10-19 20:00:00
LUNA2USDT,hidden_bearish,short,1.5,trailed,3.5,2,2025-10-20 13:00:00
LUNA2USDT,hidden_bearish,short,0.7102389078498239,trailed,1.1126279863481217,4,2025-10-22 13:00:00
LUNA2USDT,hidden_bearish,short,0.46315789473685076,trailed,0.8157894736842082,2,2025-10-25 01:00:00
LUNA2USDT,hidden_bearish,short,1.4324840764331326,trailed,2.796178343949069,2,2025-10-28 17:00:00
LUNA2USDT,hidden_bearish,short,3.0,tp,5.118644067796683,1,2025-11-04 14:00:00
LUNA2USDT,hidden_bearish,short,1.470491803278665,trailed,1.770491803278666,2,2025-11-08 22:00:00
LUNA2USDT,hidden_bearish,short,0.4842450765864367,trailed,0.7842450765864355,6,2025-11-14 06:00:00
LUNA2USDT,hidden_bearish,short,0.45949367088606174,trailed,1.4810126582278378,2,2025-11-15 13:00:00
LUNA2USDT,hidden_bearish,short,0.8121495327102743,trailed,1.1869158878504593,2,2025-11-24 05:00:00
LUNA2USDT,hidden_bearish,short,-1.0,loss,0.638157894736853,15,2025-11-28 22:00:00
LUNA2USDT,hidden_bearish,short,1.3416938110749124,trailed,1.6416938110749157,4,2025-11-29 14:00:00
LUNA2USDT,hidden_bearish,short,0.8755218216318711,trailed,1.175521821631875,3,2025-12-01 14:00:00
LUNA2USDT,hidden_bearish,short,0.5703703703703701,trailed,0.8944444444444443,2,2025-12-08 06:00:00
LUNA2USDT,hidden_bearish,short,0.7676635514018691,trailed,1.0676635514018693,2,2025-12-11 13:00:00
LUNA2USDT,hidden_bearish,short,1.2584469227591932,trailed,1.5584469227591922,10,2025-12-14 12:00:00
LUNA2USDT,hidden_bearish,short,0.5718592964824125,trailed,1.0012562814070365,2,2025-12-15 04:00:00
LUNA2USDT,hidden_bearish,short,0.4702349869451726,trailed,0.7702349869451718,5,2025-12-16 14:00:00
LDOUSDT,hidden_bearish,short,-1.0,loss,0.5857142857142978,8,2025-10-04 19:00:00
LDOUSDT,hidden_bearish,short,0.430888750776882,trailed,0.730888750776882,2,2025-10-11 19:00:00
LDOUSDT,hidden_bearish,short,0.7332103321033226,trailed,2.627306273062731,2,2025-10-16 06:00:00
LDOUSDT,hidden_bearish,short,1.3545454545454476,trailed,2.4363636363636267,2,2025-10-16 16:00:00
LDOUSDT,hidden_bearish,short,0.44931880108992195,trailed,1.0544959128065428,2,2025-10-17 11:00:00
LDOUSDT,hidden_bearish,short,1.3333333333333333,trailed,1.6333333333333309,2,2025-10-24 12:00:00
LDOUSDT,hidden_bearish,short,-1.0,loss,0.5790575916230365,13,2025-10-25 08:00:00
LDOUSDT,hidden_bearish,short,3.0,tp,4.513157894736877,1,2025-11-04 14:00:00
LDOUSDT,hidden_bearish,short,0.8313131313131256,trailed,1.6161616161616144,2,2025-11-09 07:00:00
LDOUSDT,hidden_bearish,short,1.4586206896551694,trailed,2.362068965517219,2,2025-11-15 13:00:00
LDOUSDT,hidden_bearish,short,1.4551928783382801,trailed,2.2744807121661728,2,2025-11-16 14:00:00
LDOUSDT,hidden_bearish,short,0.7178571428571389,trailed,1.0178571428571408,14,2025-11-28 20:00:00
LDOUSDT,hidden_bearish,short,0.7740740740740605,trailed,1.074074074074066,2,2025-11-30 03:00:00
LDOUSDT,hidden_bearish,short,-1.0,loss,0.542435424354248,9,2025-12-02 04:00:00
LDOUSDT,hidden_bearish,short,1.4111111111111445,trailed,1.7111111111111397,2,2025-12-09 08:00:00
POLUSDT,hidden_bearish,short,-1.0,loss,0.3421052631578938,6,2025-10-03 08:00:00
POLUSDT,hidden_bearish,short,1.512499999999969,trailed,4.624999999999941,2,2025-10-16 06:00:00
POLUSDT,hidden_bearish,short,-1.0,loss,0.5856573705179307,19,2025-10-17 11:00:00
POLUSDT,hidden_bearish,short,0.9352941176470673,trailed,1.3235294117647123,2,2025-10-22 13:00:00
POLUSDT,hidden_bearish,short,0.6374999999999885,trailed,0.9374999999999902,2,2025-10-25 08:00:00
POLUSDT,hidden_bearish,short,1.9592592592592697,trailed,3.7037037037037344,2,2025-11-04 14:00:00
POLUSDT,hidden_bearish,short,2.1666666666666483,trailed,2.6666666666666483,2,2025-11-06 04:00:00
POLUSDT,hidden_bearish,short,0.5,trailed,1.228571428571427,2,2025-11-09 07:00:00
POLUSDT,hidden_bearish,short,0.8618852459016383,trailed,1.1618852459016393,6,2025-11-14 06:00:00
POLUSDT,hidden_bearish,short,0.4266949152542372,trailed,0.7266949152542356,5,2025-11-15 03:00:00
POLUSDT,hidden_bearish,short,0.842857142857106,trailed,2.285714285714252,2,2025-11-15 13:00:00
POLUSDT,hidden_bearish,short,-1.0,loss,0.2702702702702719,4,2025-11-18 11:00:00
POLUSDT,hidden_bearish,short,0.8999999999999997,trailed,1.3555555555555543,12,2025-11-19 05:00:00
POLUSDT,hidden_bearish,short,0.6999999999999923,trailed,1.222222222222229,5,2025-11-29 12:00:00
POLUSDT,hidden_bearish,short,0.8249999999999974,trailed,1.5000000000000173,5,2025-12-04 06:00:00
POLUSDT,hidden_bearish,short,0.542592592592586,trailed,0.8425925925925878,6,2025-12-05 03:00:00
ETHUSDT,hidden_bearish,short,0.6027113237639202,trailed,0.9027113237639347,2,2025-10-04 22:00:00
ETHUSDT,hidden_bearish,short,0.806368435043483,trailed,1.10636843504348,2,2025-10-22 13:00:00
ETHUSDT,hidden_bearish,short,0.7974847447536841,trailed,1.4005060276826884,2,2025-10-24 12:00:00
ETHUSDT,hidden_bearish,short,0.9141894925909269,trailed,1.5536596317916451,2,2025-10-29 13:00:00
