symbol,div_type,atr,rr,trades,wr,total_r,avg_r
BANANAUSDT,HID_BEAR,1.5,8.0,120,57.5,493.52,4.113
BELUSDT,HID_BULL,2.0,5.0,30,53.3,65.23,2.174
BELUSDT,HID_BULL,2.0,6.0,30,46.7,67.23,2.241
BELUSDT,HID_BULL,2.0,7.0,30,43.3,73.23,2.441
BBUSDT,HID_BEAR,1.5,2.0,144,57.6,98.32,0.683
BANANAUSDT,HID_BEAR,1.5,9.0,120,57.5,562.52,4.688
BELUSDT,HID_BULL,2.0,8.0,30,43.3,86.23,2.874
BELUSDT,HID_BULL,2.0,9.0,30,30.0,59.23,1.974
BELUSDT,HID_BULL,2.0,10.0,30,30.0,68.23,2.274
BANANAUSDT,HID_BEAR,1.5,10.0,120,57.5,631.52,5.263
BBUSDT,HID_BEAR,1.5,3.0,144,55.6,169.32,1.176
BEAMUSDT,HID_BEAR,1.0,1.5,60,55.0,17.08,0.285
BANANAUSDT,HID_BEAR,2.0,1.5,119,77.3,105.44,0.886
BBUSDT,HID_BEAR,1.5,4.0,144,50.0,209.32,1.454
BEAMUSDT,HID_BEAR,1.0,4.0,60,31.7,29.58,0.493
BANANAUSDT,HID_BEAR,2.0,2.0,119,70.6,127.44,1.071
BEAMUSDT,HID_BEAR,1.0,5.0,60,30.0,42.58,0.71
BBUSDT,HID_BEAR,1.5,5.0,144,46.5,251.32,1.745
BEAMUSDT,HID_BEAR,1.0,6.0,60,30.0,60.58,1.01
BANANAUSDT,HID_BEAR,2.0,3.0,119,67.2,195.44,1.642
BBUSDT,HID_BEAR,1.5,6.0,144,45.1,304.32,2.113
BANANAUSDT,HID_BEAR,2.0,4.0,119,65.5,265.44,2.231
BANANAUSDT,HID_BEAR,2.0,5.0,119,61.3,313.44,2.634
BBUSDT,HID_BEAR,1.5,7.0,144,44.4,361.32,2.509
BANANAUSDT,HID_BEAR,2.0,6.0,119,58.0,358.44,3.012
BBUSDT,HID_BEAR,1.5,8.0,144,39.6,362.32,2.516
BANANAUSDT,HID_BEAR,2.0,7.0,119,58.0,427.44,3.592
BEAMUSDT,HID_BEAR,1.5,4.0,60,40.0,56.39,0.94
BBUSDT,HID_BEAR,1.5,9.0,143,38.5,400.35,2.8
BEAMUSDT,HID_BEAR,1.5,5.0,60,26.7,32.39,0.54
BANANAUSDT,HID_BEAR,2.0,8.0,119,57.1,487.44,4.096
BEAMUSDT,HID_BEAR,1.5,6.0,60,26.7,48.39,0.806
BBUSDT,HID_BEAR,1.5,10.0,141,36.2,413.41,2.932
BANANAUSDT,HID_BEAR,2.0,9.0,119,52.9,505.44,4.247
BEAMUSDT,HID_BEAR,1.5,7.0,60,26.7,64.39,1.073
BANANAUSDT,HID_BEAR,2.0,10.0,117,47.0,482.51,4.124
BBUSDT,HID_BEAR,2.0,1.5,144,61.1,70.99,0.493
BEAMUSDT,HID_BEAR,2.0,1.5,60,48.3,9.79,0.163
BBUSDT,HID_BEAR,2.0,2.0,144,57.6,99.99,0.694
BEAMUSDT,HID_BEAR,2.0,2.0,60,46.7,21.29,0.355
BBUSDT,HID_BEAR,2.0,3.0,144,51.4,146.99,1.021
BEAMUSDT,HID_BEAR,2.0,4.0,60,30.0,27.29,0.455
BEAMUSDT,HID_BEAR,2.0,5.0,60,30.0,45.29,0.755
BBUSDT,HID_BEAR,2.0,4.0,144,46.5,185.99,1.292
BBUSDT,HID_BEAR,2.0,5.0,144,46.5,252.99,1.757
BBUSDT,HID_BEAR,2.0,6.0,144,41.0,263.99,1.833
BBUSDT,HID_BEAR,2.0,7.0,139,38.1,280.11,2.015
BELUSDT,HID_BEAR,2.0,1.5,89,52.8,24.71,0.278
BELUSDT,HID_BEAR,2.0,2.0,89,48.3,36.21,0.407
BBUSDT,HID_BEAR,2.0,8.0,139,36.7,315.11,2.267
BBUSDT,HID_BEAR,2.0,9.0,139,33.1,316.11,2.274
BELUSDT,HID_BEAR,2.0,4.0,89,27.0,27.21,0.306
BELUSDT,HID_BEAR,2.0,5.0,89,25.8,45.21,0.508
BBUSDT,HID_BEAR,2.0,10.0,133,30.1,302.32,2.273
BELUSDT,HID_BEAR,2.0,6.0,89,25.8,68.21,0.766
