symbol,div_type,atr,rr,avg_r_per_trade,source,tier,test_trades_norm
CETUSUSDT,REG_BULL,1.5,3.0,0.9466666666666667,bull_tested,1,6
CFXUSDT,REG_BEAR,1.0,7.0,0.21666666666666667,bear_tested,1,12
CHILLGUYUSDT,REG_BEAR,1.5,10.0,0.9590909090909091,bull_tested,1,11
CHILLGUYUSDT,REG_BULL,2.0,10.0,0.3475,bull_tested,1,8
CHRUSDT,HID_BULL,1.5,10.0,0.315,bull_tested,1,16
CHZUSDT,REG_BEAR,2.0,8.0,1.2567567567567568,all_weather,0,74
CKBUSDT,REG_BEAR,1.0,6.0,0.6128301886792452,all_weather,0,53
CKBUSDT,REG_BULL,1.0,7.0,0.24583333333333335,bull_tested,1,12
COREUSDT,REG_BEAR,2.0,6.0,0.6351898734177215,all_weather,0,79
COTIUSDT,HID_BEAR,2.0,6.0,1.18,bear_tested,1,22
COTIUSDT,REG_BULL,1.5,6.0,0.9497619047619048,all_weather,0,42
COWUSDT,HID_BEAR,1.5,10.0,0.6238461538461538,bear_tested,1,13
COWUSDT,REG_BULL,1.0,10.0,4.41125,bull_tested,1,8
CRVUSDT,HID_BULL,2.0,10.0,3.848888888888889,bull_tested,1,9
CTCUSDT,HID_BEAR,1.5,10.0,0.31375000000000003,bear_tested,1,24
CTCUSDT,HID_BULL,2.0,10.0,2.223,bull_tested,1,10
CTSIUSDT,REG_BEAR,2.0,10.0,0.3075,bear_tested,1,8
CVCUSDT,HID_BEAR,1.5,10.0,0.2891666666666667,bear_tested,1,24
CVCUSDT,REG_BULL,2.0,6.0,0.937142857142857,bull_tested,1,7
CVXUSDT,HID_BULL,2.0,10.0,1.9,bull_tested,1,15
DBRUSDT,REG_BULL,1.5,3.0,0.41125,bear_tested,1,8
DEEPUSDT,HID_BEAR,1.5,6.0,1.2775,bear_tested,1,12
DEEPUSDT,REG_BULL,1.0,3.0,0.54,bear_tested,1,5
DEGENUSDT,REG_BEAR,1.5,7.0,2.1350000000000002,bear_tested,1,10
DEGENUSDT,REG_BULL,1.0,1.5,0.16333333333333333,bull_tested,1,6
DEXEUSDT,HID_BEAR,2.0,9.0,0.954,bear_tested,1,20
DOGEUSDT,REG_BULL,2.0,10.0,1.3955555555555557,bull_tested,1,9
DOGUSDT,HID_BULL,2.0,10.0,0.7999999999999999,bear_tested,1,12
DOGUSDT,REG_BEAR,2.0,10.0,1.715,bull_tested,1,8
DOLOUSDT,HID_BEAR,2.0,9.0,0.39142857142857146,bear_tested,1,14
DOTUSDT,HID_BEAR,1.5,9.0,1.28,bear_tested,1,17
DRIFTUSDT,HID_BEAR,1.5,10.0,1.005625,bear_tested,1,16
DUSKUSDT,HID_BEAR,1.5,9.0,1.8092857142857142,bear_tested,1,14
DUSKUSDT,REG_BULL,1.0,7.0,0.514,bull_tested,1,5
DYDXUSDT,HID_BEAR,1.0,8.0,1.2789473684210526,bear_tested,1,19
DYDXUSDT,REG_BULL,2.0,10.0,0.9527272727272728,bull_tested,1,11
DYMUSDT,HID_BULL,2.0,1.5,0.19333333333333333,bear_tested,1,6
DYMUSDT,REG_BEAR,2.0,10.0,0.5228571428571429,bear_tested,1,7
EDENUSDT,HID_BEAR,1.5,9.0,0.6233333333333334,bear_tested,1,6
EGLDUSDT,REG_BEAR,2.0,9.0,0.45164383561643834,all_weather,0,73
EGLDUSDT,REG_BULL,1.0,7.0,1.5716666666666665,bull_tested,1,6
EIGENUSDT,HID_BEAR,2.0,6.0,1.0585,bear_tested,1,20
EIGENUSDT,HID_BULL,1.0,3.0,0.179375,bull_tested,1,16
ENAUSDT,REG_BEAR,1.0,10.0,1.092,bear_tested,1,10
ENSOUSDT,HID_BULL,2.0,10.0,0.8166666666666668,bear_tested,1,6
ENSUSDT,HID_BEAR,2.0,8.0,0.8394736842105263,bear_tested,1,19
ESPORTSUSDT,HID_BEAR,1.5,10.0,2.6166666666666667,bear_tested,1,12
ETCUSDT,REG_BEAR,1.5,5.0,0.22555555555555554,bull_tested,1,9
ETCUSDT,REG_BULL,2.0,9.0,4.954,bull_tested,1,5
ETHFIUSDT,REG_BEAR,1.0,10.0,0.75,bull_tested,1,6
ETHUSDT,REG_BEAR,1.0,10.0,1.241111111111111,bear_tested,1,9
ETHUSDT,REG_BULL,2.0,10.0,0.9354545454545454,bull_tested,1,11
ETHUSDT-26JUN26,HID_BEAR,2.0,10.0,1.129,bear_tested,1,10
EVAAUSDT,HID_BEAR,1.5,7.0,0.9183333333333333,bear_tested,1,12
FIDAUSDT,REG_BULL,2.0,9.0,0.9570000000000001,bull_tested,1,10
FLOCKUSDT,HID_BULL,1.5,8.0,0.755,bull_tested,1,20
FLOWUSDT,REG_BEAR,1.5,10.0,1.1300000000000001,bear_tested,1,10
FLOWUSDT,REG_BULL,1.5,10.0,0.29,bull_tested,1,8
FLRUSDT,HID_BEAR,1.5,10.0,1.2671428571428571,bear_tested,1,14
FLRUSDT,REG_BULL,2.0,10.0,1.4,bull_tested,1,9
FLUXUSDT,REG_BEAR,2.0,10.0,3.06625,bear_tested,1,8
FORMUSDT,HID_BULL,2.0,6.0,1.2775,bull_tested,1,12
FORMUSDT,REG_BEAR,1.5,10.0,0.9318181818181818,bear_tested,1,11
FUSDT,REG_BEAR,2.0,10.0,1.1400000000000001,bull_tested,1,5
GALAUSDT,HID_BULL,1.5,6.0,1.25,bear_tested,1,6
GALAUSDT,REG_BEAR,1.5,8.0,0.738,bear_tested,1,10
GASUSDT,REG_BULL,2.0,10.0,3.3280000000000003,bull_tested,1,5
GIGAUSDT,REG_BEAR,1.0,10.0,1.115,bear_tested,1,10
GLMUSDT,HID_BEAR,1.5,7.0,1.6861538461538463,bear_tested,1,26
GLMUSDT,REG_BULL,2.0,4.0,1.445,bull_tested,1,8
GMXUSDT,REG_BULL,2.0,10.0,3.8322222222222226,bull_tested,1,9
GOATUSDT,REG_BEAR,2.0,2.0,0.19333333333333333,bear_tested,1,12
GOATUSDT,REG_BULL,1.0,10.0,3.6442857142857146,bull_tested,1,7
GPSUSDT,HID_BEAR,1.5,6.0,0.3468,bull_tested,1,25
GPSUSDT,HID_BULL,2.0,10.0,2.444736842105263,bear_tested,1,19
GRASSUSDT,HID_BEAR,1.0,8.0,0.8692857142857143,bull_tested,1,14
GRASSUSDT,HID_BULL,1.0,10.0,0.5228571428571429,bear_tested,1,7
GRIFFAINUSDT,REG_BEAR,1.5,6.0,1.578125,bull_tested,1,16
GRIFFAINUSDT,REG_BULL,2.0,10.0,1.1720000000000002,bull_tested,1,5
GRTUSDT,REG_BEAR,1.0,10.0,1.014,bear_tested,1,5
GRTUSDT,REG_BULL,1.0,4.0,0.9039999999999999,bear_tested,1,5
GUNUSDT,HID_BULL,1.0,10.0,0.32,bear_tested,1,16
HAEDALUSDT,REG_BEAR,1.5,10.0,5.526,bear_tested,1,5
HBARUSDT,HID_BEAR,2.0,8.0,0.5294117647058824,bear_tested,1,17
HBARUSDT,HID_BULL,1.0,4.0,0.7494736842105263,bull_tested,1,19
HEMIUSDT,HID_BEAR,1.5,10.0,0.7775,bear_tested,1,12
HIPPOUSDT,REG_BULL,2.0,8.0,1.0438461538461539,bull_tested,1,13
HIVEUSDT,REG_BULL,2.0,9.0,2.2544444444444443,bull_tested,1,9
HMSTRUSDT,HID_BEAR,2.0,6.0,0.4521428571428571,bear_tested,1,14
HMSTRUSDT,REG_BULL,1.0,10.0,1.108,bull_tested,1,5
HNTUSDT,REG_BEAR,2.0,2.0,0.5035483870967742,all_weather,0,62
HOOKUSDT,REG_BEAR,1.5,3.0,0.19043010752688172,all_weather,0,93
HUMAUSDT,HID_BEAR,1.5,6.0,0.1888235294117647,bear_tested,1,17
HUSDT,HID_BEAR,1.0,8.0,0.425,bear_tested,1,6
HYPERUSDT,HID_BEAR,1.0,2.0,0.5093333333333333,bear_tested,1,15
HYPEUSDT,HID_BULL,2.0,10.0,0.45045454545454544,bull_tested,1,22
ICPUSDT,HID_BULL,2.0,1.5,0.6222222222222222,bear_tested,1,9
ICXUSDT,REG_BEAR,1.0,9.0,0.9494827586206896,all_weather,0,58
ICXUSDT,REG_BULL,1.5,8.0,0.9155555555555556,bull_tested,1,9
IDUSDT,REG_BULL,1.0,8.0,0.38166666666666665,bull_tested,1,6
ILVUSDT,REG_BEAR,1.0,10.0,0.6267469879518073,all_weather,0,83
IMXUSDT,REG_BEAR,1.5,9.0,0.93,bear_tested,1,10
IMXUSDT,REG_BULL,1.5,8.0,1.9433333333333331,bull_tested,1,9
INITUSDT,HID_BEAR,1.0,5.0,0.8173684210526315,bull_tested,1,19
IOSTUSDT,REG_BEAR,1.5,7.0,1.1685714285714286,bull_tested,1,7
IOTAUSDT,REG_BEAR,2.0,5.0,0.5854545454545454,bear_tested,1,11
IOTXUSDT,REG_BULL,2.0,3.0,0.9500000000000001,bear_tested,1,6
IPUSDT,HID_BEAR,1.5,10.0,0.6868421052631579,bear_tested,1,19
IPUSDT,HID_BULL,2.0,8.0,0.4716666666666667,bear_tested,1,6
JASMYUSDT,HID_BEAR,1.5,10.0,2.158235294117647,bear_tested,1,17
JELLYJELLYUSDT,HID_BULL,2.0,10.0,0.18666666666666665,bear_tested,1,9
JTOUSDT,HID_BEAR,1.0,10.0,1.3311111111111111,bull_tested,1,18
JUPUSDT,REG_BULL,1.0,9.0,1.41625,bull_tested,1,8
KAIAUSDT,HID_BULL,1.0,6.0,0.64625,bear_tested,1,8
KAIAUSDT,REG_BEAR,2.0,10.0,1.7075,bull_tested,1,8
KAITOUSDT,HID_BULL,1.0,5.0,0.25555555555555554,bull_tested,1,9
KAITOUSDT,REG_BEAR,1.5,5.0,0.26333333333333336,bull_tested,1,9
KASUSDT,HID_BEAR,2.0,5.0,0.55,all_weather,0,143
KAVAUSDT,HID_BEAR,1.0,7.0,0.3070588235294118,bear_tested,1,17
KERNELUSDT,HID_BULL,1.5,10.0,1.7025,bear_tested,1,8
KGENUSDT,HID_BEAR,1.5,8.0,0.22571428571428573,bear_tested,1,7
KITEUSDT,HID_BULL,1.5,4.0,0.39999999999999997,bear_tested,1,7
KMNOUSDT,REG_BEAR,1.5,7.0,2.357142857142857,bear_tested,1,7
KMNOUSDT,REG_BULL,1.0,6.0,0.29900000000000004,bull_tested,1,10
KNCUSDT,HID_BULL,2.0,10.0,1.8733333333333335,bull_tested,1,15
L3USDT,HID_BEAR,2.0,6.0,0.9571428571428572,bear_tested,1,21
LAUSDT,HID_BEAR,1.5,10.0,1.691875,bear_tested,1,16
LDOUSDT,HID_BEAR,2.0,8.0,1.1925000000000001,bear_tested,1,12
LINEAUSDT,HID_BEAR,1.5,10.0,2.6266666666666665,bear_tested,1,12
LINKUSDT,REG_BULL,2.0,10.0,0.525,bull_tested,1,14
LPTUSDT,REG_BEAR,1.5,10.0,2.042857142857143,bull_tested,1,7
LRCUSDT,HID_BULL,2.0,10.0,1.154,bull_tested,1,15
