symbol,div_type,atr,rr,trades,wr,total_r,avg_r
MYXUSDT,HID_BEAR,1.0,4.0,23,30.4,10.93,0.475
AVLUSDT,REG_BEAR,1.0,2.0,25,40.0,3.04,0.122
HUMAUSDT,REG_BULL,2.0,1.5,20,55.0,6.73,0.337
MYXUSDT,HID_BEAR,1.0,5.0,23,21.7,5.93,0.258
BIGTIMEUSDT,REG_BEAR,2.0,7.0,50,24.0,43.79,0.876
CETUSUSDT,HID_BEAR,1.0,1.5,122,50.8,23.95,0.196
GRTUSDT,HID_BULL,2.0,8.0,130,45.4,394.93,3.038
CHZUSDT,REG_BEAR,2.0,6.0,90,24.4,58.31,0.648
HUMAUSDT,REG_BULL,2.0,4.0,20,25.0,4.23,0.212
DOGEUSDT,REG_BULL,1.0,5.0,75,21.3,13.13,0.175
HUMAUSDT,REG_BULL,2.0,5.0,20,20.0,3.23,0.162
BIGTIMEUSDT,REG_BEAR,2.0,8.0,50,20.0,37.79,0.756
USUALUSDT,REG_BULL,2.0,1.5,18,50.0,3.93,0.218
USUALUSDT,REG_BULL,2.0,2.0,18,44.4,5.43,0.301
MYXUSDT,HID_BEAR,1.5,1.5,23,52.2,6.28,0.273
GRTUSDT,HID_BULL,2.0,9.0,130,45.4,453.93,3.492
MYXUSDT,HID_BEAR,1.5,2.0,23,43.5,6.28,0.273
CHZUSDT,REG_BEAR,2.0,7.0,90,23.3,72.31,0.803
CETUSUSDT,HID_BEAR,1.0,2.0,122,42.6,24.95,0.204
HUMAUSDT,REG_BEAR,1.0,1.5,16,68.8,10.12,0.632
HUMAUSDT,REG_BEAR,1.0,2.0,16,68.8,15.62,0.976
MYXUSDT,HID_BEAR,1.5,4.0,23,26.1,6.28,0.273
HUMAUSDT,REG_BEAR,1.0,3.0,16,56.2,18.62,1.164
HUMAUSDT,REG_BEAR,1.0,4.0,16,50.0,22.62,1.414
HUMAUSDT,REG_BEAR,1.0,5.0,16,37.5,18.62,1.164
HUMAUSDT,REG_BEAR,1.0,6.0,16,37.5,24.62,1.539
GRTUSDT,HID_BULL,2.0,10.0,130,45.4,512.93,3.946
HUMAUSDT,REG_BEAR,1.0,7.0,16,25.0,14.62,0.914
CHZUSDT,REG_BEAR,2.0,8.0,90,21.1,75.31,0.837
BLASTUSDT,REG_BULL,1.0,4.0,20,25.0,3.36,0.168
HUMAUSDT,REG_BEAR,1.0,8.0,16,25.0,18.62,1.164
BLASTUSDT,REG_BULL,1.0,5.0,20,20.0,2.36,0.118
HUMAUSDT,REG_BEAR,1.0,9.0,16,25.0,22.62,1.414
HUMAUSDT,REG_BEAR,1.0,10.0,16,25.0,26.62,1.664
BLASTUSDT,REG_BULL,1.0,6.0,20,20.0,6.36,0.318
HUMAUSDT,REG_BEAR,1.5,1.5,16,62.5,8.08,0.505
MYXUSDT,HID_BEAR,2.0,1.5,23,56.5,8.96,0.39
HUMAUSDT,REG_BEAR,1.5,2.0,16,56.2,10.08,0.63
BLASTUSDT,REG_BULL,1.0,7.0,20,20.0,10.36,0.518
MYXUSDT,HID_BEAR,2.0,2.0,23,52.2,12.46,0.542
BLASTUSDT,REG_BULL,1.0,8.0,20,20.0,14.36,0.718
HUMAUSDT,REG_BEAR,1.5,4.0,16,37.5,13.08,0.817
CHZUSDT,REG_BEAR,2.0,9.0,90,20.0,84.31,0.937
HUMAUSDT,REG_BEAR,1.5,5.0,16,25.0,7.08,0.442
HUMAUSDT,REG_BEAR,1.5,6.0,16,25.0,11.08,0.692
HUMAUSDT,REG_BEAR,1.5,7.0,16,25.0,15.08,0.942
USUALUSDT,REG_BEAR,1.0,4.0,44,29.5,17.74,0.403
CETUSUSDT,HID_BEAR,1.0,4.0,122,25.4,23.95,0.196
HUMAUSDT,REG_BEAR,2.0,1.5,16,62.5,8.31,0.519
USUALUSDT,REG_BEAR,1.0,5.0,44,25.0,18.74,0.426
HUMAUSDT,REG_BEAR,2.0,2.0,16,56.2,10.31,0.644
BLASTUSDT,REG_BULL,1.5,4.0,20,25.0,3.91,0.195
HUMAUSDT,REG_BEAR,2.0,3.0,16,43.8,11.31,0.707
HUMAUSDT,REG_BEAR,2.0,4.0,16,31.2,8.31,0.519
BLASTUSDT,REG_BULL,1.5,5.0,20,25.0,8.91,0.445
USUALUSDT,REG_BEAR,1.0,6.0,44,22.7,22.74,0.517
HUMAUSDT,REG_BEAR,2.0,5.0,16,25.0,7.31,0.457
BLASTUSDT,REG_BULL,1.5,6.0,20,20.0,6.91,0.345
BIGTIMEUSDT,HID_BULL,1.0,4.0,75,24.0,9.72,0.13
1000BTTUSDT,HID_BEAR,1.0,4.0,130,27.7,25.45,0.196
USUALUSDT,REG_BEAR,1.0,7.0,44,22.7,32.74,0.744
USUALUSDT,REG_BEAR,1.0,8.0,44,22.7,42.74,0.971
LDOUSDT,REG_BULL,1.5,4.0,90,25.6,20.27,0.225
SKLUSDT,REG_BEAR,2.0,5.0,92,20.7,17.4,0.189
1000BTTUSDT,HID_BEAR,1.0,5.0,130,26.2,49.45,0.38
BLASTUSDT,REG_BULL,2.0,4.0,20,25.0,4.18,0.209
LDOUSDT,REG_BULL,1.5,5.0,90,21.1,19.27,0.214
USUALUSDT,REG_BEAR,1.5,1.5,44,54.5,13.83,0.314
USUALUSDT,REG_BEAR,1.5,2.0,44,47.7,16.83,0.382
USUALUSDT,REG_BEAR,1.5,3.0,44,43.2,29.83,0.678
HUMAUSDT,HID_BULL,1.5,1.5,25,52.0,6.05,0.242
HUMAUSDT,HID_BULL,1.5,2.0,25,52.0,12.55,0.502
1000BTTUSDT,HID_BEAR,1.0,6.0,130,21.5,41.45,0.319
USUALUSDT,REG_BEAR,1.5,4.0,44,34.1,28.83,0.655
DOGEUSDT,REG_BULL,1.5,4.0,75,24.0,9.75,0.13
HUMAUSDT,HID_BULL,1.5,4.0,25,28.0,8.55,0.342
USUALUSDT,REG_BEAR,1.5,5.0,44,31.8,37.83,0.86
HUMAUSDT,HID_BULL,1.5,5.0,25,20.0,3.55,0.142
KAITOUSDT,REG_BULL,1.0,1.5,15,53.3,3.66,0.244
KAITOUSDT,REG_BULL,1.0,2.0,15,46.7,4.66,0.311
USUALUSDT,REG_BEAR,1.5,6.0,44,27.3,37.83,0.86
DOGEUSDT,REG_BULL,1.5,5.0,75,21.3,15.75,0.21
USUALUSDT,REG_BEAR,1.5,7.0,44,25.0,41.83,0.951
JTOUSDT,HID_BEAR,1.0,2.0,120,40.0,15.19,0.127
JSTUSDT,HID_BULL,2.0,5.0,127,20.5,15.71,0.124
HUMAUSDT,HID_BULL,2.0,1.5,25,52.0,6.41,0.257
USUALUSDT,REG_BEAR,1.5,8.0,44,22.7,43.83,0.996
KAITOUSDT,REG_BULL,1.5,1.5,15,46.7,1.61,0.107
USUALUSDT,REG_BEAR,1.5,9.0,44,20.5,43.83,0.996
SEIUSDT,HID_BULL,1.5,5.0,90,20.0,13.28,0.148
KAITOUSDT,REG_BULL,1.5,5.0,15,20.0,2.11,0.14
USUALUSDT,REG_BEAR,1.5,10.0,44,20.5,52.83,1.201
USUALUSDT,REG_BEAR,2.0,1.5,44,52.3,11.87,0.27
DUSKUSDT,HID_BEAR,2.0,5.0,141,21.3,32.82,0.233
USUALUSDT,REG_BEAR,2.0,2.0,44,50.0,20.37,0.463
KAITOUSDT,REG_BULL,2.0,4.0,15,26.7,4.33,0.289
KAITOUSDT,REG_BULL,2.0,5.0,15,20.0,2.33,0.155
BTCUSDT,REG_BULL,1.0,4.0,66,27.3,8.49,0.129
JTOUSDT,HID_BEAR,1.0,4.0,120,25.8,26.19,0.218
USUALUSDT,REG_BEAR,2.0,4.0,44,36.4,34.37,0.781
BTCUSDT,REG_BULL,1.0,5.0,66,22.7,8.49,0.129
USUALUSDT,REG_BEAR,2.0,5.0,44,31.8,38.37,0.872
CETUSUSDT,HID_BEAR,1.5,1.5,122,47.5,16.97,0.139
KAITOUSDT,REG_BEAR,1.0,4.0,28,28.6,9.7,0.347
USUALUSDT,REG_BEAR,2.0,6.0,44,27.3,38.37,0.872
BIGTIMEUSDT,HID_BULL,1.5,4.0,75,24.0,11.48,0.153
BTCUSDT,REG_BULL,1.0,6.0,66,21.2,16.49,0.25
KAITOUSDT,REG_BEAR,1.0,5.0,28,28.6,17.7,0.632
JTOUSDT,HID_BEAR,1.0,5.0,120,20.0,15.19,0.127
USUALUSDT,REG_BEAR,2.0,7.0,44,25.0,42.37,0.963
KAITOUSDT,REG_BEAR,1.0,6.0,28,28.6,25.7,0.918
KAITOUSDT,REG_BEAR,1.0,7.0,28,28.6,33.7,1.204
USUALUSDT,REG_BEAR,2.0,8.0,44,22.7,44.37,1.008
BIGTIMEUSDT,HID_BULL,1.5,5.0,75,20.0,11.48,0.153
KAITOUSDT,REG_BEAR,1.0,8.0,28,21.4,23.7,0.847
AVLUSDT,HID_BEAR,1.0,4.0,52,30.8,24.07,0.463
CETUSUSDT,HID_BEAR,1.5,2.0,122,41.8,24.97,0.205
AVLUSDT,HID_BEAR,1.0,5.0,52,30.8,40.07,0.771
AVLUSDT,HID_BEAR,1.0,6.0,51,29.4,50.27,0.986
HUMAUSDT,HID_BEAR,1.5,4.0,33,33.3,20.23,0.613
AVLUSDT,HID_BEAR,1.0,7.0,51,27.5,57.27,1.123
HUMAUSDT,HID_BEAR,1.5,5.0,33,27.3,19.23,0.583
KAITOUSDT,REG_BEAR,1.5,4.0,28,32.1,15.47,0.552
HUMAUSDT,HID_BEAR,1.5,6.0,33,24.2,21.23,0.643
KAITOUSDT,REG_BEAR,1.5,5.0,28,32.1,24.47,0.874
AVLUSDT,HID_BEAR,1.0,8.0,51,27.5,71.27,1.397
HUMAUSDT,HID_BEAR,1.5,7.0,33,21.2,21.23,0.643
AVLUSDT,HID_BEAR,1.0,9.0,51,27.5,85.27,1.672
1000BTTUSDT,HID_BEAR,1.5,2.0,130,41.5,15.63,0.12
CETUSUSDT,HID_BEAR,1.5,4.0,122,27.0,36.97,0.303
AVLUSDT,HID_BEAR,1.0,10.0,51,27.5,99.27,1.946
ETCUSDT,HID_BEAR,2.0,4.0,131,23.7,14.47,0.11
AVLUSDT,HID_BEAR,1.5,1.5,52,51.9,12.88,0.248
KAITOUSDT,REG_BEAR,2.0,1.5,28,46.4,3.35,0.12
SKLUSDT,HID_BULL,1.0,4.0,126,27.8,37.45,0.297
KAITOUSDT,REG_BEAR,2.0,2.0,28,42.9,6.85,0.245
AVLUSDT,HID_BEAR,1.5,2.0,52,44.2,14.38,0.277
BTCUSDT,REG_BULL,1.5,2.0,66,42.4,7.66,0.116
HUMAUSDT,HID_BEAR,2.0,4.0,33,27.3,10.67,0.323
KAITOUSDT,REG_BEAR,2.0,4.0,28,28.6,10.85,0.388
CETUSUSDT,HID_BEAR,1.5,5.0,122,20.5,21.97,0.18
HUMAUSDT,HID_BEAR,2.0,5.0,33,27.3,19.67,0.596
HUMAUSDT,HID_BEAR,2.0,6.0,33,21.2,14.67,0.445
AVLUSDT,HID_BEAR,1.5,4.0,51,31.4,26.51,0.52
SKLUSDT,HID_BULL,1.0,5.0,126,21.4,24.45,0.194
AVLUSDT,HID_BEAR,1.5,5.0,51,29.4,36.51,0.716
1000BTTUSDT,HID_BEAR,1.5,4.0,130,27.7,33.63,0.259
AVLUSDT,HID_BEAR,1.5,6.0,51,29.4,51.51,1.01
AVLUSDT,HID_BEAR,1.5,7.0,51,27.5,58.51,1.147
SOLUSDT,REG_BULL,1.0,1.5,77,51.9,14.33,0.186
PAXGUSDT,REG_BULL,1.5,5.0,54,29.6,18.44,0.341
KAITOUSDT,HID_BULL,1.0,4.0,21,28.6,7.6,0.362
AVLUSDT,HID_BEAR,1.5,8.0,51,23.5,54.51,1.069
KAITOUSDT,HID_BULL,1.0,5.0,21,23.8,7.6,0.362
PAXGUSDT,REG_BULL,1.5,6.0,54,24.1,13.44,0.249
1000BTTUSDT,HID_BEAR,1.5,5.0,129,24.0,40.86,0.317
AVLUSDT,HID_BEAR,1.5,9.0,51,23.5,66.51,1.304
SOLUSDT,REG_BULL,1.0,2.0,77,44.2,16.33,0.212
JTOUSDT,HID_BEAR,1.5,1.5,120,52.5,31.63,0.264
AVLUSDT,HID_BEAR,1.5,10.0,51,21.6,67.51,1.324
PAXGUSDT,REG_BULL,1.5,7.0,54,22.2,18.44,0.341
AVLUSDT,HID_BEAR,2.0,1.5,52,53.8,16.04,0.308
PAXGUSDT,REG_BULL,1.5,8.0,54,22.2,30.44,0.564
BIGTIMEUSDT,HID_BULL,2.0,5.0,75,20.0,12.36,0.165
JTOUSDT,HID_BEAR,1.5,2.0,120,40.8,21.13,0.176
1000BTTUSDT,HID_BEAR,1.5,6.0,129,21.7,50.86,0.394
AVLUSDT,HID_BEAR,2.0,2.0,52,46.2,18.04,0.347
LDOUSDT,REG_BEAR,1.0,1.5,77,50.6,13.36,0.173
SOLUSDT,REG_BULL,1.0,4.0,77,28.6,24.33,0.316
PAXGUSDT,REG_BULL,1.5,9.0,54,22.2,42.44,0.786
PAXGUSDT,REG_BULL,1.5,10.0,54,20.4,43.44,0.804
AVLUSDT,HID_BEAR,2.0,4.0,50,36.0,38.18,0.764
LDOUSDT,REG_BEAR,1.0,2.0,77,44.2,17.86,0.232
SOLUSDT,REG_BULL,1.0,5.0,77,26.0,34.33,0.446
AVLUSDT,HID_BEAR,2.0,5.0,50,32.0,44.18,0.884
1000BTTUSDT,HID_BEAR,1.5,7.0,129,21.7,78.86,0.611
AVLUSDT,HID_BEAR,2.0,6.0,50,26.0,39.18,0.784
SOLUSDT,REG_BULL,1.0,6.0,77,23.4,40.33,0.524
AVLUSDT,HID_BEAR,2.0,7.0,50,24.0,44.18,0.884
AVLUSDT,HID_BEAR,2.0,8.0,49,22.4,48.21,0.984
SOLUSDT,REG_BULL,1.0,7.0,77,20.8,42.33,0.55
PAXGUSDT,REG_BULL,2.0,4.0,54,37.0,28.33,0.525
CETUSUSDT,HID_BEAR,2.0,1.5,122,50.8,28.47,0.233
KAITOUSDT,HID_BEAR,1.0,1.5,42,52.4,9.64,0.23
SEIUSDT,HID_BEAR,1.0,1.5,136,48.5,16.99,0.125
LDOUSDT,REG_BEAR,1.0,5.0,77,20.8,11.86,0.154
JTOUSDT,HID_BEAR,1.5,5.0,120,20.8,24.13,0.201
PAXGUSDT,REG_BULL,2.0,5.0,54,27.8,18.33,0.339
KAITOUSDT,HID_BEAR,1.0,2.0,42,42.9,8.64,0.206
INITUSDT,REG_BEAR,1.5,4.0,26,23.1,2.86,0.11
PAXGUSDT,REG_BULL,2.0,6.0,54,27.8,33.33,0.617
CETUSUSDT,HID_BEAR,2.0,2.0,122,42.6,29.47,0.242
SEIUSDT,HID_BEAR,1.0,2.0,136,41.2,19.99,0.147
PAXGUSDT,REG_BULL,2.0,7.0,54,27.8,48.33,0.895
PAXGUSDT,REG_BULL,2.0,8.0,54,24.1,45.33,0.839
SOLUSDT,REG_BULL,1.5,1.5,77,48.1,9.72,0.126
PAXGUSDT,REG_BULL,2.0,9.0,54,20.4,38.33,0.71
KAITOUSDT,HID_BEAR,1.5,1.5,42,47.6,5.76,0.137
CETUSUSDT,HID_BEAR,2.0,4.0,122,32.8,73.47,0.602
SYSUSDT,REG_BEAR,1.0,4.0,42,28.6,14.08,0.335
SEIUSDT,HID_BEAR,1.0,4.0,136,26.5,31.99,0.235
SYSUSDT,REG_BEAR,1.0,5.0,42,26.2,20.08,0.478
SYSUSDT,REG_BEAR,1.0,6.0,42,23.8,24.08,0.573
1000BTTUSDT,HID_BEAR,2.0,2.0,130,43.1,25.73,0.198
CETUSUSDT,HID_BEAR,2.0,5.0,121,28.1,78.52,0.649
SYSUSDT,REG_BEAR,1.0,7.0,42,23.8,34.08,0.811
SOLUSDT,REG_BULL,1.5,4.0,77,31.2,37.22,0.483
SYSUSDT,REG_BEAR,1.0,8.0,42,23.8,44.08,1.049
SEIUSDT,HID_BEAR,1.0,5.0,136,22.8,37.99,0.279
SKLUSDT,HID_BULL,1.5,4.0,126,23.8,16.3,0.129
SYSUSDT,REG_BEAR,1.0,9.0,42,21.4,44.08,1.049
SOLUSDT,REG_BULL,1.5,5.0,77,26.0,37.22,0.483
CETUSUSDT,HID_BEAR,2.0,6.0,121,24.0,77.52,0.641
SOLUSDT,REG_BULL,1.5,6.0,77,20.8,29.22,0.379
KAITOUSDT,HID_BEAR,2.0,1.5,42,47.6,6.32,0.151
SKLUSDT,HID_BULL,1.5,5.0,126,21.4,28.3,0.225
CETUSUSDT,HID_BEAR,2.0,7.0,121,20.7,74.52,0.616
JTOUSDT,HID_BEAR,2.0,1.5,120,47.5,18.1,0.151
1000BTTUSDT,HID_BEAR,2.0,4.0,129,27.9,38.9,0.302
SYSUSDT,REG_BEAR,1.5,4.0,42,23.8,5.38,0.128
INITUSDT,HID_BULL,2.0,1.5,24,45.8,2.66,0.111
SYSUSDT,REG_BEAR,1.5,5.0,42,23.8,15.38,0.366
SYSUSDT,REG_BEAR,1.5,6.0,42,21.4,18.38,0.438
JTOUSDT,HID_BEAR,2.0,2.0,120,40.0,19.6,0.163
USUALUSDT,HID_BEAR,1.5,1.5,71,46.5,8.3,0.117
1000BTTUSDT,HID_BEAR,2.0,5.0,129,24.8,50.9,0.395
USUALUSDT,HID_BEAR,1.5,2.0,71,42.3,15.8,0.223
1000BTTUSDT,HID_BEAR,2.0,6.0,129,21.7,54.9,0.426
USUALUSDT,HID_BEAR,1.5,4.0,71,23.9,10.8,0.152
INITUSDT,HID_BEAR,1.0,4.0,45,24.4,6.85,0.152
JTOUSDT,HID_BEAR,2.0,4.0,120,25.0,25.6,0.213
ATOMUSDT,HID_BEAR,2.0,5.0,154,20.8,27.97,0.182
INITUSDT,HID_BEAR,1.0,5.0,45,24.4,17.85,0.397
USUALUSDT,HID_BEAR,1.5,5.0,71,21.1,15.8,0.223
SOLUSDT,REG_BULL,2.0,2.0,77,40.3,11.66,0.151
INITUSDT,HID_BEAR,1.0,6.0,45,22.2,21.85,0.485
SYSUSDT,REG_BEAR,2.0,4.0,42,23.8,6.04,0.144
1000BTTUSDT,HID_BEAR,2.0,7.0,129,20.2,66.9,0.519
HUSDT,REG_BULL,2.0,1.5,14,50.0,3.18,0.227
HUSDT,REG_BULL,2.0,2.0,14,50.0,6.68,0.477
INITUSDT,HID_BEAR,1.0,7.0,45,22.2,31.85,0.708
HUSDT,REG_BULL,2.0,4.0,13,38.5,11.69,0.899
HUSDT,REG_BULL,2.0,5.0,13,38.5,16.69,1.284
JTOUSDT,HID_BEAR,2.0,5.0,120,21.7,31.6,0.263
1000LUNCUSDT,REG_BULL,1.0,5.0,64,20.3,7.6,0.119
HUSDT,REG_BULL,2.0,6.0,13,38.5,21.69,1.669
HUSDT,REG_BULL,2.0,7.0,13,38.5,26.69,2.053
HUSDT,REG_BULL,2.0,8.0,13,38.5,31.69,2.438
HUSDT,REG_BULL,2.0,9.0,13,23.1,16.69,1.284
1000LUNCUSDT,REG_BULL,1.0,6.0,64,20.3,20.6,0.322
SOLUSDT,REG_BULL,2.0,4.0,77,28.6,28.66,0.372
