Config,SL,Trail,Filter,Cooldown,N,WR,Total_R,Avg_R,PF,Status
ATR_2x|Static_1:3|All_Signals|CD15,ATR_2x,Static_1:3,All_Signals,15,4764,30.919395465994963,218.739370070916,0.04591506508625441,1.0653255725801367,✅
Fixed_2%|Trail_Tight_3R|Hidden_Bearish|CD15,Fixed_2%,Trail_Tight_3R,Hidden_Bearish,15,1756,68.62186788154897,214.90113046462272,0.12238105379534324,1.3717218559064694,✅
ATR_2x|Trail_Tight|Hidden_Only|CD10,ATR_2x,Trail_Tight,Hidden_Only,10,3369,74.59186702285545,214.04874044791458,0.063534799776763,1.2423968328696844,✅
ATR_1x|Trail_Medium|Hidden_Bearish|CD5,ATR_1x,Trail_Medium,Hidden_Bearish,5,2247,65.55407209612817,213.02679550037004,0.09480498242117047,1.2640522800327025,✅
ATR_1.5x|Trail_Medium|Hidden_Only|CD5,ATR_1.5x,Trail_Medium,Hidden_Only,5,4203,65.31049250535332,212.54317827942512,0.05056939763964433,1.1408504653032663,✅
Fixed_2%|Trail_Loose|Hidden_Only|CD5,Fixed_2%,Trail_Loose,Hidden_Only,5,4203,56.48346419224364,212.50988580464775,0.05056147651787955,1.1112243255219307,✅
ATR_1.5x|Trail_Loose|All_Signals|CD10,ATR_1.5x,Trail_Loose,All_Signals,10,5425,59.64976958525345,211.7655106981485,0.03903511717938221,1.0934747563220033,✅
ATR_1.5x|Static_1:3|Hidden_Bearish|CD5,ATR_1.5x,Static_1:3,Hidden_Bearish,5,2247,29.728526924788607,210.94737494241633,0.09387956161211229,1.1293949730335215,✅
ATR_1.5x|Static_1:4|Hidden_Bearish|CD10,ATR_1.5x,Static_1:4,Hidden_Bearish,10,1855,26.361185983827497,210.28126988478127,0.11335917514004382,1.149306521428707,✅
ATR_1.5x|Trail_Tight_3R|Hidden_Bearish|CD5,ATR_1.5x,Trail_Tight_3R,Hidden_Bearish,5,2247,73.69826435246995,209.839387570086,0.09338646531824031,1.3421559067051427,✅
ATR_2x|Trail_Medium_3R|Bearish_Only|CD10,ATR_2x,Trail_Medium_3R,Bearish_Only,10,3142,68.39592616168045,209.46480949530888,0.0666660755873039,1.2052767937209476,✅
Fixed_3%|Static_1:2|All_Signals|CD10,Fixed_3%,Static_1:2,All_Signals,10,5425,37.49308755760369,209.27260087460562,0.038575594631263706,1.0610743120421318,✅
Fixed_3%|Static_1:3|Hidden_Only|CD15,Fixed_3%,Static_1:3,Hidden_Only,15,3137,32.26012113484221,207.4849629069154,0.06614120589955862,1.0969953466864117,✅
ATR_1.5x|Static_1:4|Hidden_Only|CD10,ATR_1.5x,Static_1:4,Hidden_Only,10,3369,26.150192935589196,207.42662574190865,0.061569197311341244,1.0810971104838607,✅
Fixed_2%|Trail_Medium_3R|Hidden_Bearish|CD10,Fixed_2%,Trail_Medium_3R,Hidden_Bearish,10,1855,63.07277628032345,206.62114706765962,0.11138606310925046,1.2882601345804034,✅
ATR_1x|Static_1:3|Bearish_Only|CD15,ATR_1x,Static_1:3,Bearish_Only,15,2879,29.4894060437652,206.21349417029214,0.07162677810708307,1.097701600869135,✅
ATR_1x|Trail_Tight|Hidden_Bearish|CD10,ATR_1x,Trail_Tight,Hidden_Bearish,10,1855,71.21293800539084,205.3503011243338,0.11070097095651418,1.3684312539729273,✅
ATR_1.5x|Trail_Loose|Bearish_Only|CD10,ATR_1.5x,Trail_Loose,Bearish_Only,10,3142,61.107574793125394,203.68373832565248,0.06482614205144892,1.1609732887306878,✅
Fixed_3%|Trail_Tight|Hidden_Bearish|CD10,Fixed_3%,Trail_Tight,Hidden_Bearish,10,1855,73.8544474393531,203.5409531382338,0.10972558120659504,1.4137580838904156,✅
Fixed_3%|Static_1:2|Hidden_Bearish|CD10,Fixed_3%,Static_1:2,Hidden_Bearish,10,1855,39.24528301886793,201.29013995709053,0.10851220482862023,1.1761141044411079,✅
ATR_1.5x|Trail_Tight|Hidden_Bearish|CD5,ATR_1.5x,Trail_Tight,Hidden_Bearish,5,2247,73.69826435246995,201.23555893036388,0.08955743610608094,1.3281268398867099,✅
ATR_2x|Trail_Medium|Bearish_Only|CD10,ATR_2x,Trail_Medium,Bearish_Only,10,3142,68.39592616168045,198.8485571733724,0.06328725562487982,1.1948728015504706,✅
ATR_1.5x|Trail_Medium_3R|Bearish_Only|CD15,ATR_1.5x,Trail_Medium_3R,Bearish_Only,15,2879,66.8982285515804,197.64911519032842,0.068652002497509,1.20053473193342,✅
Fixed_2%|Static_1:3|All_Signals|CD5,Fixed_2%,Static_1:3,All_Signals,5,7017,28.701724383639732,196.07049564830274,0.027942211151247363,1.0374887584260284,✅
ATR_2x|Trail_Tight_3R|Hidden_Only|CD15,ATR_2x,Trail_Tight_3R,Hidden_Only,15,3137,74.27478482626714,195.50914890116644,0.06232360500515347,1.2350090249641368,✅
ATR_2x|Static_1:2|Bearish_Only|CD10,ATR_2x,Static_1:2,Bearish_Only,10,3142,37.61935073201783,193.87516102760046,0.061704379703246486,1.096694957045936,✅
ATR_2x|Trail_Loose|Bearish_Only|CD10,ATR_2x,Trail_Loose,Bearish_Only,10,3142,61.807765754296625,189.60383546069954,0.060344950814990306,1.1537000948409708,✅
Fixed_3%|Static_1:2|Hidden_Only|CD5,Fixed_3%,Static_1:2,Hidden_Only,5,4203,37.615988579586016,189.32651073419493,0.04504556524725076,1.071411033790216,✅
Fixed_2%|Static_1:4|Hidden_Only|CD10,Fixed_2%,Static_1:4,Hidden_Only,10,3369,25.140991392104482,188.80364445345626,0.05604144982293151,1.0718213432000157,✅
Fixed_3%|Trail_Medium_3R|Hidden_Bearish|CD10,Fixed_3%,Trail_Medium_3R,Hidden_Bearish,10,1855,66.2533692722372,187.72779661098107,0.10120096852343993,1.2941970365109094,✅
ATR_2x|Trail_Medium_3R|Hidden_Only|CD5,ATR_2x,Trail_Medium_3R,Hidden_Only,5,4203,66.07185343802047,187.60780492697978,0.044636641667137704,1.1280619834204526,✅
Fixed_2%|Static_1:3|Hidden_Bearish|CD5,Fixed_2%,Static_1:3,Hidden_Bearish,5,2247,29.23898531375167,187.57015451809488,0.08347581420475962,1.112885900832122,✅
ATR_1x|Trail_Loose|Hidden_Only|CD5,ATR_1x,Trail_Loose,Hidden_Only,5,4203,57.958600999286226,187.18418804672905,0.04453585249743732,1.1018830774349166,✅
ATR_2x|Static_1:4|Hidden_Only|CD15,ATR_2x,Static_1:4,Hidden_Only,15,3137,28.179789607905644,186.98437940322265,0.05960611393153416,1.0818245463548222,✅
ATR_2x|Trail_Tight|Hidden_Only|CD15,ATR_2x,Trail_Tight,Hidden_Only,15,3137,74.27478482626714,186.7685854019249,0.059537324004438924,1.2245025534402276,✅
Fixed_3%|Static_1:2|All_Signals|CD5,Fixed_3%,Static_1:2,All_Signals,5,7017,37.081373806470005,185.7837988686896,0.026476243247639957,1.0415755943084268,✅
ATR_1.5x|Trail_Medium|Bearish_Only|CD15,ATR_1.5x,Trail_Medium,Bearish_Only,15,2879,66.8982285515804,184.7996295702179,0.06418882583196175,1.1874976477459718,✅
Fixed_3%|Trail_Loose|Hidden_Bearish|CD5,Fixed_3%,Trail_Loose,Hidden_Bearish,5,2247,60.08010680907877,184.233303542603,0.08199078929354829,1.2011887955510647,✅
Fixed_2%|Trail_Medium|Hidden_Only|CD15,Fixed_2%,Trail_Medium,Hidden_Only,15,3137,61.71501434491552,184.13824983659168,0.05869883641587239,1.14674430417332,✅
Fixed_3%|Trail_Tight_3R|Hidden_Bearish|CD15,Fixed_3%,Trail_Tight_3R,Hidden_Bearish,15,1756,73.4624145785877,183.81803731887783,0.10467997569412177,1.3885543445865614,✅
ATR_1x|Static_1:3|All_Signals|CD10,ATR_1x,Static_1:3,All_Signals,10,5425,28.829493087557605,182.83983432990308,0.0337031952681849,1.0455422993976446,✅
Fixed_3%|Static_1:4|Hidden_Only|CD15,Fixed_3%,Static_1:4,Hidden_Only,15,3137,29.42301562001913,181.98092203144463,0.05801113230202252,1.0817944987608903,✅
ATR_1x|Trail_Tight_3R|Hidden_Bearish|CD15,ATR_1x,Trail_Tight_3R,Hidden_Bearish,15,1756,70.84282460136674,178.9970543976259,0.10193454122871634,1.3346132101506933,✅
ATR_1x|Trail_Medium|Hidden_Only|CD15,ATR_1x,Trail_Medium,Hidden_Only,15,3137,63.94644564870896,178.40799629058682,0.056872169681411164,1.151729905781822,✅
Fixed_3%|Static_1:2|Hidden_Only|CD10,Fixed_3%,Static_1:2,Hidden_Only,10,3369,37.99346987236569,178.18202969170915,0.05288869981944468,1.0843485254824519,✅
Fixed_2%|Static_1:3|All_Signals|CD10,Fixed_2%,Static_1:3,All_Signals,10,5425,28.829493087557605,177.88350767385433,0.03278958666799158,1.0440750510736116,✅
Fixed_2%|Trail_Tight|Hidden_Bearish|CD15,Fixed_2%,Trail_Tight,Hidden_Bearish,15,1756,68.62186788154897,177.40444930915615,0.10102759072275407,1.3068625604746227,✅
ATR_1.5x|Trail_Loose|All_Signals|CD15,ATR_1.5x,Trail_Loose,All_Signals,15,4764,59.52980688497062,176.88705599584105,0.03712994458350988,1.088652591914317,✅
ATR_2x|Trail_Loose|All_Signals|CD10,ATR_2x,Trail_Loose,All_Signals,10,5425,60.01843317972351,176.37796657328684,0.03251206757111278,1.0791396268331364,✅
Fixed_2%|Trail_Loose|Hidden_Bearish|CD5,Fixed_2%,Trail_Loose,Hidden_Bearish,5,2247,57.988429016466405,174.9552426329959,0.07786170121628655,1.1768812084768165,✅
ATR_1x|Trail_Medium_3R|Hidden_Bearish|CD10,ATR_1x,Trail_Medium_3R,Hidden_Bearish,10,1855,64.90566037735849,174.44931129047092,0.09404275541265278,1.2571235807348538,✅
Fixed_3%|Trail_Loose|Hidden_Only|CD10,Fixed_3%,Trail_Loose,Hidden_Only,10,3369,58.56337192045117,173.57777355092676,0.0515220461712457,1.1224719216927446,✅
ATR_1x|Static_1:4|Hidden_Only|CD10,ATR_1x,Static_1:4,Hidden_Only,10,3369,25.111308993766695,171.4540872560061,0.05089168514574238,1.0655685177155596,✅
Fixed_2%|Static_1:2|Bearish_Only|CD10,Fixed_2%,Static_1:2,Bearish_Only,10,3142,37.46021642266072,169.9893329492981,0.054102270193920464,1.0828037029673439,✅
ATR_1.5x|Static_1:3|Hidden_Only|CD5,ATR_1.5x,Static_1:3,Hidden_Only,5,4203,29.14584820366405,167.60508489748443,0.03987748867415761,1.0547040121101088,✅
ATR_2x|Trail_Medium|Hidden_Only|CD5,ATR_2x,Trail_Medium,Hidden_Only,5,4203,66.07185343802047,167.431440319604,0.03983617423735522,1.1142895006026916,✅
Fixed_3%|Trail_Tight|Hidden_Bearish|CD15,Fixed_3%,Trail_Tight,Hidden_Bearish,15,1756,73.4624145785877,166.5397502706289,0.0948404044821349,1.3520315223568544,✅
ATR_1x|Trail_Tight|Hidden_Bearish|CD15,ATR_1x,Trail_Tight,Hidden_Bearish,15,1756,70.84282460136674,165.68850502506766,0.09435564067486768,1.3097344966825468,✅
Fixed_2%|Trail_Medium|Hidden_Bearish|CD10,Fixed_2%,Trail_Medium,Hidden_Bearish,10,1855,63.07277628032345,164.77857430931314,0.08882942011283727,1.2298849594074546,✅
ATR_1.5x|Static_1:2|Bearish_Only|CD5,ATR_1.5x,Static_1:2,Bearish_Only,5,3805,36.87253613666229,164.68401221536962,0.043280949333868494,1.066349815275845,✅
ATR_1.5x|Static_1:3|All_Signals|CD5,ATR_1.5x,Static_1:3,All_Signals,5,7017,29.058001995154626,164.47299017550083,0.02343921763937592,1.0320420782787756,✅
ATR_2x|Trail_Tight_3R|Hidden_Bearish|CD5,ATR_2x,Trail_Tight_3R,Hidden_Bearish,5,2247,75.3004005340454,164.38841309007648,0.0731590623453834,1.2872907199328445,✅
Fixed_2%|Trail_Medium_3R|Hidden_Bearish|CD15,Fixed_2%,Trail_Medium_3R,Hidden_Bearish,15,1756,62.92710706150342,163.59642719388634,0.09316425238831796,1.2399877453300696,✅
ATR_1.5x|Trail_Medium_3R|Hidden_Only|CD10,ATR_1.5x,Trail_Medium_3R,Hidden_Only,10,3369,65.03413475808846,162.45718138502053,0.04822118770704082,1.1332455311433611,✅
Fixed_3%|Trail_Medium|Hidden_Bearish|CD10,Fixed_3%,Trail_Medium,Hidden_Bearish,10,1855,66.2533692722372,162.22596003734895,0.08745334772902909,1.2542319121074348,✅
ATR_2x|Static_1:3|Hidden_Only|CD10,ATR_2x,Static_1:3,Hidden_Only,10,3369,30.632235084594832,160.1263458694444,0.04752933982470894,1.0674099726520045,✅
ATR_1x|Static_1:3|All_Signals|CD5,ATR_1x,Static_1:3,All_Signals,5,7017,28.559213339033775,158.9922908805763,0.022658157457685093,1.030505010514137,✅
ATR_2x|Trail_Tight|Hidden_Bearish|CD5,ATR_2x,Trail_Tight,Hidden_Bearish,5,2247,75.3004005340454,158.96864975993347,0.07074706264349509,1.2778189592429399,✅
ATR_1.5x|Trail_Tight_3R|Hidden_Bearish|CD10,ATR_1.5x,Trail_Tight_3R,Hidden_Bearish,10,1855,73.15363881401618,158.49121668646958,0.0854400089954014,1.3066024856629939,✅
Fixed_2%|Static_1:4|Hidden_Bearish|CD15,Fixed_2%,Static_1:4,Hidden_Bearish,15,1756,24.829157175398635,158.25947324269214,0.09012498476235316,1.1148747721904515,✅
ATR_2x|Trail_Medium_3R|Bearish_Only|CD15,ATR_2x,Trail_Medium_3R,Bearish_Only,15,2879,67.73185133726989,156.8104007173693,0.054466967946290135,1.1641995520702104,✅
ATR_1.5x|Static_1:3|All_Signals|CD10,ATR_1.5x,Static_1:3,All_Signals,10,5425,29.17972350230415,156.30327094775924,0.028811662847513225,1.039458296589853,✅
ATR_1x|Static_1:3|Hidden_Bearish|CD5,ATR_1x,Static_1:3,Hidden_Bearish,5,2247,28.79394748553627,156.24731575678305,0.06953596606888432,1.0938339388071665,✅
ATR_1.5x|Static_1:4|Hidden_Bearish|CD15,ATR_1.5x,Static_1:4,Hidden_Bearish,15,1756,25.854214123006834,155.42873133161552,0.08851294494966716,1.1158370253199024,✅
ATR_1x|Trail_Medium|Hidden_Bearish|CD10,ATR_1x,Trail_Medium,Hidden_Bearish,10,1855,64.90566037735849,153.54685584768265,0.08277458536263216,1.2263151232531777,✅
ATR_1x|Trail_Loose|Hidden_Bearish|CD5,ATR_1x,Trail_Loose,Hidden_Bearish,5,2247,59.19003115264797,152.1491417864515,0.06771212362547908,1.1589519793551026,✅
ATR_1x|Static_1:4|Hidden_Bearish|CD15,ATR_1x,Static_1:4,Hidden_Bearish,15,1756,24.829157175398635,151.54969536350737,0.08630392674459417,1.110464288487481,✅
ATR_2x|Trail_Loose|All_Signals|CD15,ATR_2x,Trail_Loose,All_Signals,15,4764,59.90764063811923,151.28472450728157,0.03175581958591133,1.0770659911614249,✅
ATR_1.5x|Trail_Tight|Hidden_Bearish|CD10,ATR_1.5x,Trail_Tight,Hidden_Bearish,10,1855,73.15363881401618,150.88738804674747,0.08134090999824661,1.2918928202932958,✅
ATR_2x|Trail_Medium|Bearish_Only|CD15,ATR_2x,Trail_Medium,Bearish_Only,15,2879,67.73185133726989,148.63883431624117,0.05162863296847557,1.1556429286789118,✅
ATR_1.5x|Trail_Loose|Bearish_Only|CD15,ATR_1.5x,Trail_Loose,Bearish_Only,15,2879,60.333449114275794,148.0633376179779,0.051428738318158355,1.1251699584337809,✅
Fixed_3%|Static_1:2|All_Signals|CD15,Fixed_3%,Static_1:2,All_Signals,15,4764,37.321578505457595,147.77810045696322,0.03101975240490412,1.0490229543885703,✅
ATR_2x|Static_1:3|Hidden_Bearish|CD10,ATR_2x,Static_1:3,Hidden_Bearish,10,1855,30.943396226415093,147.18593591924122,0.07934551801576346,1.1126758550391935,✅
ATR_1.5x|Static_1:4|Hidden_Only|CD15,ATR_1.5x,Static_1:4,Hidden_Only,15,3137,25.852725533949634,146.33709783164525,0.04664874014397362,1.0612267697741138,✅
ATR_1x|Static_1:2|Bearish_Only|CD5,ATR_1x,Static_1:2,Bearish_Only,5,3805,36.81997371879107,146.23547514697128,0.03843245076135907,1.058458730762944,✅
Fixed_3%|Trail_Medium_3R|Hidden_Bearish|CD15,Fixed_3%,Trail_Medium_3R,Hidden_Bearish,15,1756,65.7744874715262,146.03416132974417,0.08316296203288392,1.2382162418714164,✅
Fixed_2%|Trail_Loose|Hidden_Only|CD10,Fixed_2%,Trail_Loose,Hidden_Only,10,3369,56.15909765509053,145.99388239400403,0.04333448572098665,1.0946180619153705,✅
Fixed_3%|Trail_Loose|Hidden_Only|CD15,Fixed_3%,Trail_Loose,Hidden_Only,15,3137,58.20847943895442,144.6018119303578,0.04609557281809302,1.1086582746633626,✅
ATR_1.5x|Trail_Medium_3R|Hidden_Bearish|CD5,ATR_1.5x,Trail_Medium_3R,Hidden_Bearish,5,2247,65.73208722741433,142.24652576518926,0.06330508489772553,1.178244649841799,✅
ATR_1x|Trail_Medium_3R|Hidden_Bearish|CD15,ATR_1x,Trail_Medium_3R,Hidden_Bearish,15,1756,64.92027334851936,141.22102953530728,0.08042199859641645,1.2198112174225495,✅
Fixed_3%|Static_1:2|Hidden_Bearish|CD15,Fixed_3%,Static_1:2,Hidden_Bearish,15,1756,38.26879271070615,136.4371816501222,0.07769771164585547,1.1241033305799748,✅
ATR_1.5x|Trail_Medium|Hidden_Only|CD10,ATR_1.5x,Trail_Medium,Hidden_Only,10,3369,65.03413475808846,135.7310944537384,0.040288244123994774,1.1113250988289385,✅
ATR_1.5x|Trail_Medium_3R|Hidden_Only|CD15,ATR_1.5x,Trail_Medium_3R,Hidden_Only,15,3137,64.71150781000956,133.4770183634938,0.042549256730473,1.1166045680266736,✅
ATR_2x|Trail_Loose|Bearish_Only|CD15,ATR_2x,Trail_Loose,Bearish_Only,15,2879,60.9586662035429,132.80738909701742,0.04612969402466739,1.1147408989760206,✅
ATR_1.5x|Trail_Tight_3R|Hidden_Bearish|CD15,ATR_1.5x,Trail_Tight_3R,Hidden_Bearish,15,1756,72.89293849658314,131.9650789038754,0.07515095609560102,1.2667537127101067,✅
Fixed_2%|Static_1:3|Hidden_Only|CD5,Fixed_2%,Static_1:3,Hidden_Only,5,4203,28.669997620747083,129.35092698036036,0.030775857002227066,1.041321527075718,✅
Fixed_2%|Trail_Medium|Hidden_Bearish|CD15,Fixed_2%,Trail_Medium,Hidden_Bearish,15,1756,62.92710706150342,127.20583545300123,0.07244068078189136,1.1866045742369045,✅
Fixed_3%|Trail_Loose|Hidden_Bearish|CD10,Fixed_3%,Trail_Loose,Hidden_Bearish,10,1855,59.299191374663074,125.47599070687848,0.0676420435077512,1.1629987633870786,✅
ATR_1.5x|Trail_Tight|Hidden_Bearish|CD15,ATR_1.5x,Trail_Tight,Hidden_Bearish,15,1756,72.89293849658314,125.40630919434373,0.07141589361864677,1.2534958403596301,✅
Fixed_3%|Trail_Medium|Hidden_Bearish|CD15,Fixed_3%,Trail_Medium,Hidden_Bearish,15,1756,65.7744874715262,125.04431391736411,0.07120974596660826,1.2039768384160736,✅
ATR_1.5x|Trail_Medium|Hidden_Bearish|CD5,ATR_1.5x,Trail_Medium,Hidden_Bearish,5,2247,65.73208722741433,124.10098085063511,0.055229630997167385,1.1555070379241457,✅
ATR_1.5x|Static_1:3|Hidden_Bearish|CD10,ATR_1.5x,Static_1:3,Hidden_Bearish,10,1855,29.056603773584904,124.07192124729488,0.06688513274786786,1.091363376203495,✅
ATR_1x|Trail_Medium|Hidden_Bearish|CD15,ATR_1x,Trail_Medium,Hidden_Bearish,15,1756,64.92027334851936,123.57340707144162,0.07037209969899864,1.1923426074629686,✅
ATR_2x|Trail_Medium_3R|Hidden_Only|CD10,ATR_2x,Trail_Medium_3R,Hidden_Only,10,3369,65.80587711487088,121.78965325088804,0.03615009001213655,1.102921151430712,✅
ATR_1.5x|Trail_Loose|Hidden_Only|CD5,ATR_1.5x,Trail_Loose,Hidden_Only,5,4203,58.36307399476565,118.36958182480976,0.028163117255486498,1.0654184708624082,✅
ATR_2x|Trail_Medium_3R|Hidden_Bearish|CD5,ATR_2x,Trail_Medium_3R,Hidden_Bearish,5,2247,66.80017801513128,118.16659671871444,0.05258860557130149,1.1538106131545365,✅
ATR_2x|Static_1:2|Bearish_Only|CD15,ATR_2x,Static_1:2,Bearish_Only,15,2879,36.95727683223342,117.66634390711202,0.040870560579059405,1.0632895032505794,✅
Fixed_3%|Static_1:2|Hidden_Only|CD15,Fixed_3%,Static_1:2,Hidden_Only,15,3137,37.48804590372968,116.76819888868336,0.03722288775539795,1.0589332548950723,✅
ATR_2x|Trail_Tight_3R|Hidden_Bearish|CD10,ATR_2x,Trail_Tight_3R,Hidden_Bearish,10,1855,74.50134770889488,115.59962617426613,0.06231785777588471,1.236980379743429,✅
ATR_1x|Trail_Loose|Hidden_Only|CD10,ATR_1x,Trail_Loose,Hidden_Only,10,3369,57.55417037696646,113.75662429804444,0.033765694359763856,1.0765042916368486,✅
ATR_2x|Static_1:3|Hidden_Only|CD15,ATR_2x,Static_1:3,Hidden_Only,15,3137,30.251832961428114,111.23044875868997,0.035457586470733174,1.0500097203515948,✅
ATR_2x|Trail_Loose|Hidden_Only|CD5,ATR_2x,Trail_Loose,Hidden_Only,5,4203,58.98167975255769,110.95678965846609,0.02639942651878803,1.0627091828562498,✅
ATR_2x|Trail_Tight|Hidden_Bearish|CD10,ATR_2x,Trail_Tight,Hidden_Bearish,10,1855,74.50134770889488,110.91625428143202,0.059793128992685726,1.2273794209308944,✅
ATR_1.5x|Trail_Medium|Hidden_Only|CD15,ATR_1.5x,Trail_Medium,Hidden_Only,15,3137,64.71150781000956,110.28889613097978,0.035157442183927246,1.0963475903879574,✅
ATR_1.5x|Static_1:2|Bearish_Only|CD10,ATR_1.5x,Static_1:2,Bearish_Only,10,3142,36.53723742838956,107.62411830015434,0.034253379471723217,1.052288640435172,✅
Fixed_2%|Static_1:3|All_Signals|CD15,Fixed_2%,Static_1:3,All_Signals,15,4764,28.673383711167087,106.56846378824982,0.022369534800220366,1.0299949485548945,✅
ATR_2x|Trail_Medium|Hidden_Only|CD10,ATR_2x,Trail_Medium,Hidden_Only,10,3369,65.80587711487088,106.36731489069287,0.03157237010706229,1.0898881492058397,✅
ATR_2x|Trail_Medium|Hidden_Bearish|CD5,ATR_2x,Trail_Medium,Hidden_Bearish,5,2247,66.80017801513128,104.71250258193689,0.04660102473606448,1.136298198258282,✅
Fixed_2%|Trail_Loose|Hidden_Only|CD15,Fixed_2%,Trail_Loose,Hidden_Only,15,3137,55.78578259483583,104.44892951666718,0.03329580156731501,1.0721036803141835,✅
ATR_1.5x|Static_1:3|Hidden_Only|CD10,ATR_1.5x,Static_1:3,Hidden_Only,10,3369,28.970020777678833,103.7819037151473,0.03080495806326723,1.0421701160207362,✅
ATR_1.5x|Static_1:3|All_Signals|CD15,ATR_1.5x,Static_1:3,All_Signals,15,4764,29.072208228379516,102.49426522517487,0.021514329392354085,1.0294193757714372,✅
ATR_2x|Static_1:3|Hidden_Bearish|CD15,ATR_2x,Static_1:3,Hidden_Bearish,15,1756,30.353075170842825,101.52728611245749,0.05781736111187784,1.081410828168857,✅
ATR_2x|Trail_Medium_3R|Hidden_Only|CD15,ATR_2x,Trail_Medium_3R,Hidden_Only,15,3137,65.44469238125598,101.16508606839534,0.03224899141485347,1.090910719037489,✅
Fixed_2%|Trail_Loose|Hidden_Bearish|CD10,Fixed_2%,Trail_Loose,Hidden_Bearish,10,1855,56.71159029649596,99.79108471913625,0.053795733002229784,1.1186185672276008,✅
ATR_1x|Static_1:3|All_Signals|CD15,ATR_1x,Static_1:3,All_Signals,15,4764,28.61041141897565,97.6245276354143,0.020492134264360685,1.0275958924086184,✅
Fixed_2%|Static_1:4|Hidden_Only|CD15,Fixed_2%,Static_1:4,Hidden_Only,15,3137,24.705132291998723,95.047227865073,0.030298765656701625,1.0386266341072439,✅
Fixed_2%|Static_1:3|Hidden_Bearish|CD10,Fixed_2%,Static_1:3,Hidden_Bearish,10,1855,28.409703504043126,93.80037183363508,0.050566238185248025,1.067601971981685,✅
Fixed_3%|Trail_Loose|Hidden_Bearish|CD15,Fixed_3%,Trail_Loose,Hidden_Bearish,15,1756,58.76993166287016,93.66895021009579,0.05334222677112516,1.126835587536714,✅
Fixed_2%|Static_1:2|Hidden_Bearish|CD5,Fixed_2%,Static_1:2,Hidden_Bearish,5,2247,36.67111704494882,93.02611787414864,0.04140014146602076,1.0624871456936682,✅
ATR_2x|Trail_Tight_3R|Hidden_Bearish|CD15,ATR_2x,Trail_Tight_3R,Hidden_Bearish,15,1756,74.08883826879271,92.99474827944248,0.052958284897176806,1.197917135315181,✅
ATR_1x|Static_1:3|Hidden_Only|CD5,ATR_1x,Static_1:3,Hidden_Only,5,4203,28.384487270996907,91.24049613094725,0.021708421634772126,1.029193110428212,✅
ATR_2x|Static_1:2|Hidden_Bearish|CD5,ATR_2x,Static_1:2,Hidden_Bearish,5,2247,36.49310191366266,91.07469940519995,0.04053168642866042,1.0622791450904585,✅
ATR_2x|Trail_Tight|Hidden_Bearish|CD15,ATR_2x,Trail_Tight,Hidden_Bearish,15,1756,74.08883826879271,88.55026858434506,0.05042726001386393,1.1884581206342995,✅
ATR_2x|Trail_Medium|Hidden_Only|CD15,ATR_2x,Trail_Medium,Hidden_Only,15,3137,65.44469238125598,88.19641940213435,0.02811489301948816,1.0792565915375125,✅
Fixed_2%|Static_1:2|Bearish_Only|CD15,Fixed_2%,Static_1:2,Bearish_Only,15,2879,36.67940257033692,87.61499441949009,0.030432439881726326,1.0459548677724642,✅
ATR_1.5x|Trail_Medium_3R|Hidden_Bearish|CD10,ATR_1.5x,Trail_Medium_3R,Hidden_Bearish,10,1855,64.74393530997304,83.10367633044322,0.04479982551506373,1.1226136454863334,✅
ATR_1x|Trail_Loose|Hidden_Bearish|CD10,ATR_1x,Trail_Loose,Hidden_Bearish,10,1855,57.897574123989216,81.68212152052313,0.044033488690308965,1.1001998733304905,✅
ATR_1.5x|Static_1:3|Hidden_Bearish|CD15,ATR_1.5x,Static_1:3,Hidden_Bearish,15,1756,28.530751708428248,80.22058100737759,0.04568370216821047,1.0619301283169507,✅
ATR_1.5x|Trail_Loose|Hidden_Bearish|CD5,ATR_1.5x,Trail_Loose,Hidden_Bearish,5,2247,59.012016021361816,80.19008050194493,0.03568761927100353,1.0839085206677765,✅
ATR_2x|Trail_Loose|Hidden_Bearish|CD5,ATR_2x,Trail_Loose,Hidden_Bearish,5,2247,59.50155763239875,79.97049399164388,0.03558989496735375,1.0852215188555163,✅
ATR_1x|Trail_Loose|Hidden_Only|CD15,ATR_1x,Trail_Loose,Hidden_Only,15,3137,57.18839655722028,79.6876884030315,0.025402514632780204,1.0570783209222918,✅
ATR_1x|Static_1:2|Bearish_Only|CD10,ATR_1x,Static_1:2,Bearish_Only,10,3142,36.346276257161044,78.22796296400277,0.024897505717378348,1.0376161076222024,✅
ATR_1x|Static_1:3|Hidden_Bearish|CD10,ATR_1x,Static_1:3,Hidden_Bearish,10,1855,28.03234501347709,73.02908381635486,0.0393687783376576,1.0525744011597893,✅
ATR_1.5x|Trail_Medium|Hidden_Bearish|CD10,ATR_1.5x,Trail_Medium,Hidden_Bearish,10,1855,64.74393530997304,70.10345229411038,0.03779161848739104,1.10343272676385,✅
ATR_1x|Static_1:4|Hidden_Only|CD15,ATR_1x,Static_1:4,Hidden_Only,15,3137,24.577621931781955,66.91414380127407,0.02133061644924261,1.0273026721366783,✅
ATR_1.5x|Trail_Loose|Hidden_Only|CD10,ATR_1.5x,Trail_Loose,Hidden_Only,10,3369,57.99940635203325,66.27881385003496,0.01967314154052685,1.0453011590828305,✅
