Config,SL,Trail,Filter,Cooldown,N,WR,Total_R,Avg_R,PF,Status
ATR_1.5x|Static_1:3|Hidden_Only|CD15,ATR_1.5x,Static_1:3,Hidden_Only,15,3137,28.721708638826904,64.81775675297622,0.020662338780037048,1.0281803475105615,✅
ATR_2x|Trail_Loose|Hidden_Only|CD10,ATR_2x,Trail_Loose,Hidden_Only,10,3369,58.56337192045117,62.30493998675923,0.018493600470988195,1.0434977314221134,✅
Fixed_2%|Trail_Loose|Hidden_Bearish|CD15,Fixed_2%,Trail_Loose,Hidden_Bearish,15,1756,56.264236902050115,61.14730910065883,0.03482193001176471,1.075947918970241,✅
ATR_2x|Trail_Medium_3R|Hidden_Bearish|CD10,ATR_2x,Trail_Medium_3R,Hidden_Bearish,10,1855,65.71428571428571,60.35645887805575,0.032537174597334635,1.0921342973397563,✅
ATR_1.5x|Trail_Medium_3R|Hidden_Bearish|CD15,ATR_1.5x,Trail_Medium_3R,Hidden_Bearish,15,1756,64.63553530751709,59.929255302509326,0.034128277507123765,1.093041834992276,✅
Fixed_2%|Static_1:3|Hidden_Only|CD10,Fixed_2%,Static_1:3,Hidden_Only,10,3369,28.346690412585335,54.517560860467306,0.01618211957864865,1.0216333421381496,✅
ATR_2x|Trail_Medium|Hidden_Bearish|CD10,ATR_2x,Trail_Medium,Hidden_Bearish,10,1855,65.71428571428571,51.412485783727874,0.027715625759422033,1.0784812982773613,✅
ATR_1.5x|Trail_Medium|Hidden_Bearish|CD15,ATR_1.5x,Trail_Medium,Hidden_Bearish,15,1756,64.63553530751709,50.52387819607547,0.028772140202776464,1.0784397255490719,✅
ATR_1.5x|Static_1:2|Bearish_Only|CD15,ATR_1.5x,Static_1:2,Bearish_Only,15,2879,35.98471691559569,49.82020067429744,0.017304689362381883,1.0261515872669797,✅
ATR_2x|Trail_Loose|Hidden_Only|CD15,ATR_2x,Trail_Loose,Hidden_Only,15,3137,58.2722346190628,47.900932100685154,0.015269662767193227,1.0356694288852284,✅
ATR_1.5x|Trail_Loose|Hidden_Only|CD15,ATR_1.5x,Trail_Loose,Hidden_Only,15,3137,57.730315588141536,47.7238690608852,0.015213219337228308,1.0348180775109515,✅
ATR_1x|Trail_Loose|Hidden_Bearish|CD15,ATR_1x,Trail_Loose,Hidden_Bearish,15,1756,57.40318906605923,45.39157598590745,0.025849416848466658,1.0580999533551834,✅
ATR_1x|Static_1:3|Hidden_Only|CD10,ATR_1x,Static_1:3,Hidden_Only,10,3369,28.19827842089641,43.65176512978888,0.012956890807298569,1.0173807779795967,✅
ATR_2x|Trail_Medium_3R|Hidden_Bearish|CD15,ATR_2x,Trail_Medium_3R,Hidden_Bearish,15,1756,65.43280182232346,42.87324139232813,0.024415285530938573,1.0685127043154339,✅
Fixed_2%|Static_1:2|All_Signals|CD5,Fixed_2%,Static_1:2,All_Signals,5,7017,36.01254097192532,40.479434257696475,0.005768766461122485,1.0086191291228834,✅
ATR_2x|Trail_Medium|Hidden_Bearish|CD15,ATR_2x,Trail_Medium,Hidden_Bearish,15,1756,65.43280182232346,36.756900071938,0.02093217543960023,1.0587386104805052,✅
ATR_2x|Trail_Loose|Hidden_Bearish|CD10,ATR_2x,Trail_Loose,Hidden_Bearish,10,1855,58.490566037735846,28.466969417176987,0.01534607515750781,1.0358435998759294,✅
ATR_1.5x|Trail_Loose|Hidden_Bearish|CD10,ATR_1.5x,Trail_Loose,Hidden_Bearish,10,1855,57.78975741239892,25.23226625818013,0.013602299869638883,1.0310542310363442,✅
ATR_1.5x|Static_1:2|Hidden_Bearish|CD5,ATR_1.5x,Static_1:2,Hidden_Bearish,5,2247,35.291499777481086,21.29206179371056,0.009475772938901006,1.0141557721997752,✅
ATR_2x|Static_1:2|Hidden_Bearish|CD10,ATR_2x,Static_1:2,Hidden_Bearish,10,1855,35.525606469002696,19.549432251067987,0.010538777493837189,1.0159410159637978,✅
Fixed_2%|Static_1:2|All_Signals|CD10,Fixed_2%,Static_1:2,All_Signals,10,5425,35.90783410138249,17.65930714534274,0.0032551718240263114,1.0048545244155955,✅
Fixed_2%|Static_1:2|Hidden_Bearish|CD10,Fixed_2%,Static_1:2,Hidden_Bearish,10,1855,35.57951482479784,14.999608844748959,0.008086042503907794,1.0119944821051792,✅
ATR_1x|Static_1:2|Bearish_Only|CD15,ATR_1x,Static_1:2,Bearish_Only,15,2879,35.67210837096214,12.525027775706011,0.004350478560509208,1.0064971834699439,✅
Fixed_2%|Static_1:2|All_Signals|CD15,Fixed_2%,Static_1:2,All_Signals,15,4764,35.915197313182205,8.656887420575838,0.001817146813722888,1.0027104115434229,✅
ATR_2x|Trail_Loose|Hidden_Bearish|CD15,ATR_2x,Trail_Loose,Hidden_Bearish,15,1756,57.97266514806378,8.56391982811787,0.004876947510317693,1.0112424019588975,✅
ATR_1.5x|Trail_Loose|Hidden_Bearish|CD15,ATR_1.5x,Trail_Loose,Hidden_Bearish,15,1756,57.46013667425968,8.556187730469148,0.004872544265643023,1.0110290083127824,✅
Fixed_2%|Static_1:2|Hidden_Only|CD5,Fixed_2%,Static_1:2,Hidden_Only,5,4203,35.80775636450155,5.99321429274531,0.0014259372573745682,1.0021267485218797,✅
Fixed_2%|Static_1:3|Hidden_Bearish|CD15,Fixed_2%,Static_1:3,Hidden_Bearish,15,1756,27.27790432801822,5.475888186080377,0.003118387349704087,1.00410331505297,✅
ATR_1x|Static_1:3|Hidden_Bearish|CD15,ATR_1x,Static_1:3,Hidden_Bearish,15,1756,27.16400911161731,4.203866814930898,0.002394001603035819,1.0031580747778337,✅
ATR_2x|Static_1:2|All_Signals|CD10,ATR_2x,Static_1:2,All_Signals,10,5425,35.815668202764975,-8.487802295872166,-0.0015645718517736712,0.9976136039991883,❌
ATR_1x|Static_1:2|Hidden_Bearish|CD5,ATR_1x,Static_1:2,Hidden_Bearish,5,2247,35.02447708055185,-8.746339288316907,-0.003892451841707569,0.9942509933016068,❌
ATR_2x|Static_1:2|Hidden_Only|CD5,ATR_2x,Static_1:2,Hidden_Only,5,4203,35.56983107304306,-9.22508041862383,-0.0021948799473290106,0.9966602265913435,❌
ATR_2x|Static_1:2|Hidden_Only|CD10,ATR_2x,Static_1:2,Hidden_Only,10,3369,35.4704660136539,-17.668582549257064,-0.0052444590529109715,0.9920277598533999,❌
ATR_2x|Static_1:2|Hidden_Bearish|CD15,ATR_2x,Static_1:2,Hidden_Bearish,15,1756,34.7380410022779,-23.555569188100304,-0.013414333250626596,0.9799609476921797,❌
Fixed_2%|Static_1:3|Hidden_Only|CD15,Fixed_2%,Static_1:3,Hidden_Only,15,3137,27.79725852725534,-23.87200975157104,-0.007609821406302531,0.9899065405635701,❌
ATR_1.5x|Static_1:2|Hidden_Bearish|CD10,ATR_1.5x,Static_1:2,Hidden_Bearish,10,1855,34.50134770889488,-27.492066254965152,-0.014820520892164502,0.9781284610986432,❌
Fixed_2%|Static_1:2|Hidden_Only|CD10,Fixed_2%,Static_1:2,Hidden_Only,10,3369,35.44078361531612,-31.883571782247284,-0.009463808780720477,0.9859614511038004,❌
ATR_1x|Static_1:3|Hidden_Only|CD15,ATR_1x,Static_1:3,Hidden_Only,15,3137,27.63787057698438,-35.96879197679961,-0.011465984053809247,0.9847419985465189,❌
ATR_1.5x|Static_1:2|All_Signals|CD10,ATR_1.5x,Static_1:2,All_Signals,10,5425,35.35483870967742,-42.20875266151623,-0.007780415237145849,0.9883582494924144,❌
Fixed_2%|Static_1:2|Hidden_Bearish|CD15,Fixed_2%,Static_1:2,Hidden_Bearish,15,1756,34.39635535307517,-49.32487480280706,-0.0280893364480678,0.9590986351998557,❌
ATR_1x|Static_1:2|All_Signals|CD10,ATR_1x,Static_1:2,All_Signals,10,5425,35.29953917050691,-56.28134186756891,-0.010374440897247726,0.9845972773210275,❌
ATR_2x|Static_1:2|All_Signals|CD15,ATR_2x,Static_1:2,All_Signals,15,4764,35.47439126784215,-56.94838360599187,-0.011953900840888302,0.981848843775133,❌
ATR_2x|Static_1:2|Hidden_Only|CD15,ATR_2x,Static_1:2,Hidden_Only,15,3137,35.00159387950271,-59.485568389026064,-0.018962565632459696,0.9713838996805556,❌
ATR_1.5x|Static_1:2|Hidden_Only|CD10,ATR_1.5x,Static_1:2,Hidden_Only,10,3369,34.90650044523598,-60.82942248887569,-0.018055631489722675,0.9731134312444419,❌
ATR_1.5x|Static_1:2|Hidden_Bearish|CD15,ATR_1.5x,Static_1:2,Hidden_Bearish,15,1756,33.82687927107062,-61.78408328873547,-0.03518455768151223,0.9486255843612053,❌
ATR_2x|Static_1:2|All_Signals|CD5,ATR_2x,Static_1:2,All_Signals,5,7017,35.59925894256805,-63.30502538587752,-0.009021665296548029,0.9862907531733176,❌
ATR_1x|Static_1:2|Hidden_Bearish|CD10,ATR_1x,Static_1:2,Hidden_Bearish,10,1855,34.01617250673855,-64.22129757368565,-0.03462064559228337,0.9496611390647506,❌
ATR_1x|Static_1:2|All_Signals|CD15,ATR_1x,Static_1:2,All_Signals,15,4764,35.24349286314022,-65.39940064786593,-0.013727833889140624,0.9796375711575048,❌
Fixed_2%|Static_1:2|Hidden_Only|CD15,Fixed_2%,Static_1:2,Hidden_Only,15,3137,34.96971628944851,-75.13108540401467,-0.023949979408356605,0.9647427526792645,❌
ATR_1.5x|Static_1:2|Hidden_Only|CD5,ATR_1.5x,Static_1:2,Hidden_Only,5,4203,34.90364025695932,-76.84362843124674,-0.01828304269123168,0.9727819763963281,❌
ATR_1x|Static_1:2|All_Signals|CD5,ATR_1x,Static_1:2,All_Signals,5,7017,35.25723243551375,-85.9299546138077,-0.012245967594956206,0.9818242153464716,❌
ATR_1x|Static_1:2|Hidden_Only|CD5,ATR_1x,Static_1:2,Hidden_Only,5,4203,34.90364025695932,-86.40714949632496,-0.020558446228009748,0.9696037418659756,❌
ATR_1.5x|Static_1:2|All_Signals|CD15,ATR_1.5x,Static_1:2,All_Signals,15,4764,35.05457598656591,-87.40908012261553,-0.018347833778886553,0.97266996396778,❌
ATR_1.5x|Static_1:2|Hidden_Only|CD15,ATR_1.5x,Static_1:2,Hidden_Only,15,3137,34.555307618744024,-90.32673647801442,-0.028793986763791656,0.9573628952630578,❌
ATR_1x|Static_1:2|Hidden_Only|CD10,ATR_1x,Static_1:2,Hidden_Only,10,3369,34.6393588601959,-95.1612782055787,-0.02824614966030831,0.9584023319897708,❌
ATR_1x|Static_1:2|Hidden_Bearish|CD15,ATR_1x,Static_1:2,Hidden_Bearish,15,1756,33.25740318906606,-102.04651457511133,-0.0581130493024552,0.9164951399492814,❌
ATR_1.5x|Static_1:2|All_Signals|CD5,ATR_1.5x,Static_1:2,All_Signals,5,7017,35.1004702864472,-110.93806918533907,-0.015809900126170597,0.9764290386123166,❌
ATR_1x|Static_1:2|Hidden_Only|CD15,ATR_1x,Static_1:2,Hidden_Only,15,3137,34.33216448836468,-118.63977832189573,-0.037819502174655954,0.9445843674661413,❌
